target	target_with_keyphrase_count	target_count	keyphrase_count	db_article_count	fet_p_value	target_and_keyphrase_ratio	fet_p_value_and_ratio	phenotypes
DRUG_227:RESVERATROL	160	11337	103287	31847923	4.187863611835207e-51	0.01411308106200935	48.52762930665903	Prostate_cancer
DRUG_651:MIRABEGRON	21	491	12492	31847923	9.930006118281767e-36	0.04276985743380855	33.634188286528946	prostatic_hyperplasia
DRUG_651:MIRABEGRON	1	491	399	31847923	0.006132593816856623	0.002036659877800407	-0.4787256929201016	enlarged_prostate
DRUG_362:CISPLATIN	337	48109	103287	31847923	1.8986109937412062e-36	0.007004926313163857	33.566967579888185	Prostate_cancer
DRUG_10:SELENOMETHIONINE	50	1840	103287	31847923	3.4476739543003285e-29	0.02717391304347826	26.896625993356967	Prostate_cancer
DRUG_442:CARBOPLATIN	124	11721	103287	31847923	1.6947112557891758e-28	0.010579302107328726	25.795361305292044	Prostate_cancer
DRUG_179:APIGENIN	49	2403	103287	31847923	2.7771119103021766e-23	0.02039117769454848	20.865848928196925	Prostate_cancer
DRUG_1103:THALIDOMIDE	80	6679	103287	31847923	4.068208168771959e-22	0.011977840994160802	19.468975376013006	Prostate_cancer
DRUG_11:VINBLASTINE	77	6392	103287	31847923	1.7111899641243904e-21	0.01204630788485607	18.8475557343684	Prostate_cancer
DRUG_714:RUCAPARIB	17	183	103287	31847923	1.102977653367616e-19	0.09289617486338798	17.92543111804487	Prostate_cancer
DRUG_262:QUERCETIN	109	11965	103287	31847923	1.8360747385765228e-20	0.009109903886335145	17.695623439536217	Prostate_cancer
DRUG_489:HEMATOXYLIN	42	18306	12492	31847923	5.448492176623285e-19	0.0022943297279580466	15.624379500732713	prostatic_hyperplasia
DRUG_489:HEMATOXYLIN	114	18306	103287	31847923	1.8455858287183617e-10	0.006227466404457555	7.528177146503196	Prostate_cancer
DRUG_216:GOSSYPOL	34	1548	103287	31847923	1.3311987727448839e-17	0.021963824289405683	15.217465052132123	Prostate_cancer
DRUG_136:OXYBUTYNIN	14	1022	12492	31847923	1.993562371610716e-17	0.0136986301369863	14.837047312109565	prostatic_hyperplasia
DRUG_446:FENRETINIDE	19	492	103287	31847923	9.647788059938664e-15	0.03861788617886179	12.602360743751138	Prostate_cancer
DRUG_1092:INSULIN	1189	289830	103287	31847923	2.2252513734755095e-15	0.004102404858020219	12.265659440024487	Prostate_cancer
DRUG_1092:INSULIN	184	289830	12492	31847923	7.000212254811501e-10	0.0006348549149501432	5.957563277638101	prostatic_hyperplasia
DRUG_506:GEFITINIB	59	5448	103287	31847923	7.0592332118527135e-15	0.010829662261380322	12.185857383066166	Prostate_cancer
DRUG_180:LAPACHONE	17	420	103287	31847923	1.1265225401360778e-13	0.04047619047619048	11.555459745210104	Prostate_cancer
DRUG_74:FESOTERODINE	8	236	12492	31847923	1.0930433181956818e-13	0.03389830508474576	11.49154061028754	prostatic_hyperplasia
DRUG_968:NITRIC OXIDE	115	128650	12492	31847923	4.2212262704724126e-15	0.0008938981733385154	11.325849417533481	prostatic_hyperplasia
DRUG_488:NICLOSAMIDE	18	522	103287	31847923	3.2195761795827947e-13	0.034482758620689655	11.02980329654896	Prostate_cancer
DRUG_44:BORTEZOMIB	63	6845	103287	31847923	1.01935968791194e-12	0.009203798392987583	9.955639642209569	Prostate_cancer
DRUG_1079:SPERMINE	56	5785	103287	31847923	2.632042530296748e-12	0.009680207433016421	9.565591761100237	Prostate_cancer
DRUG_5:TAMOXIFEN	117	17918	103287	31847923	6.663423744300922e-12	0.0065297466235070874	8.991198897438887	Prostate_cancer
DRUG_569:ELLAGIC ACID	27	1710	103287	31847923	4.7724316723246714e-11	0.015789473684210527	8.519627934520884	Prostate_cancer
DRUG_549:FISETIN	17	643	103287	31847923	8.922024017848048e-11	0.026438569206842923	8.471774560437847	Prostate_cancer
DRUG_1115:VELIPARIB	11	224	103287	31847923	3.082135593281897e-10	0.049107142857142856	8.202292925978727	Prostate_cancer
DRUG_567:PLUMBAGIN	15	506	103287	31847923	2.35268848794544e-10	0.029644268774703556	8.100376314794417	Prostate_cancer
DRUG_498:LUTEOLIN	32	2524	103287	31847923	2.071142068681795e-10	0.012678288431061807	7.786850737676963	Prostate_cancer
DRUG_306:HAEMATOXYLIN	34	2853	103287	31847923	2.8149142587047935e-10	0.011917280056081317	7.626711974453048	Prostate_cancer
DRUG_306:HAEMATOXYLIN	8	2853	12492	31847923	2.2504562455574737e-05	0.0028040658955485456	2.0955176417385175	prostatic_hyperplasia
DRUG_819:ASPIRIN	195	36929	103287	31847923	1.610312207700633e-10	0.0052804029353624524	7.515756978498734	Prostate_cancer
DRUG_546:PTEROSTILBENE	14	480	103287	31847923	1.1365043041264613e-09	0.029166666666666667	7.409315713494779	Prostate_cancer
DRUG_379:PICEATANNOL	14	541	103287	31847923	5.160526372555753e-09	0.025878003696857672	6.700236768743415	Prostate_cancer
DRUG_724:GANCICLOVIR	49	5730	103287	31847923	3.1227263548504644e-09	0.008551483420593368	6.437507529477864	Prostate_cancer
DRUG_594:RALOXIFENE	31	2732	103287	31847923	5.101991748210386e-09	0.011346998535871157	6.347141246963707	Prostate_cancer
DRUG_21:CARBACHOL	20	9207	12492	31847923	1.86008006213256e-09	0.002172260236776366	6.067380214856909	prostatic_hyperplasia
DRUG_113:BETHANECHOL	8	966	12492	31847923	7.318504565547835e-09	0.008281573498964804	6.053690512479813	prostatic_hyperplasia
DRUG_4:MIFEPRISTONE	30	2747	103287	31847923	2.0501986538253534e-08	0.010921004732435385	5.726466651277367	Prostate_cancer
DRUG_131:TROSPIUM	5	238	12492	31847923	5.244625686789818e-08	0.02100840336134454	5.602678549595048	prostatic_hyperplasia
DRUG_338:LINOLENIC ACID	50	6290	103287	31847923	2.1131010875267522e-08	0.00794912559618442	5.575399085357156	Prostate_cancer
DRUG_230:CAFFEIC ACID PHENETHYL ESTER	16	876	103287	31847923	5.478037482208212e-08	0.0182648401826484	5.522990876999893	Prostate_cancer
DRUG_854:TROGLITAZONE	24	1940	103287	31847923	5.4299322654693006e-08	0.012371134020618556	5.357615099672532	Prostate_cancer
DRUG_264:BAICALEIN	20	1483	103287	31847923	1.7607791811550855e-07	0.013486176668914362	4.884183950007912	Prostate_cancer
DRUG_267:MITOXANTRONE HYDROCHLORIDE	4	31	103287	31847923	3.2452077722402233e-06	0.12903225806451613	4.599455790055679	Prostate_cancer
DRUG_361:EMBELIN	8	236	103287	31847923	1.344830370448466e-06	0.03389830508474576	4.401510475760821	Prostate_cancer
DRUG_1076:ASG-5ME	2	3	103287	31847923	3.148517997212599e-05	0.6666666666666666	4.325802560832747	Prostate_cancer
DRUG_762:DEXAMETHASONE	210	44814	103287	31847923	2.652351806811741e-07	0.004686035613870665	4.247174456723408	Prostate_cancer
DRUG_1126:TALAZOPARIB	6	127	103287	31847923	4.299418371999182e-06	0.047244094488188976	4.040937821503054	Prostate_cancer
DRUG_472:CRYPTOTANSHINONE	9	405	103287	31847923	9.277429415292722e-06	0.022222222222222223	3.379359827398445	Prostate_cancer
DRUG_54:MIPSAGARGIN	2	6	103287	31847923	0.0001564075706726977	0.3333333333333333	3.3286209746779747	Prostate_cancer
DRUG_1118:NIRAPARIB	6	176	103287	31847923	2.751648853694137e-05	0.03409090909090909	3.0930455711139837	Prostate_cancer
DRUG_1134:VANDETANIB	10	585	103287	31847923	2.8579371002670478e-05	0.017094017094017096	2.7767914676530494	Prostate_cancer
DRUG_320:ARACHIDONIC ACID	136	28228	103287	31847923	8.125882513308697e-06	0.004817911293750886	2.7729882607452927	Prostate_cancer
DRUG_375:COUMESTROL	8	372	103287	31847923	3.633608609270657e-05	0.021505376344086023	2.772208901239915	Prostate_cancer
DRUG_715:IMATINIB	67	11843	103287	31847923	1.7745415833073982e-05	0.0056573503335303555	2.503526892679422	Prostate_cancer
DRUG_715:IMATINIB	3	11843	399	31847923	0.00048388844815451136	0.00025331419403867264	-0.2810857289014166	enlarged_prostate
DRUG_281:ROTTLERIN	12	916	103287	31847923	6.251763691974649e-05	0.013100436681222707	2.32128321845345	Prostate_cancer
DRUG_410:WORTMANNIN	41	6243	103287	31847923	3.20082241424303e-05	0.006567355438090661	2.3121289421940676	Prostate_cancer
DRUG_965:AZACITIDINE	14	1216	103287	31847923	6.334117460024538e-05	0.011513157894736841	2.2595083480637737	Prostate_cancer
DRUG_2:PROGESTERONE	49	61572	12492	31847923	5.727794247427918e-06	0.0007958162801273306	2.142825410376893	prostatic_hyperplasia
DRUG_2:PROGESTERONE	235	61572	103287	31847923	0.007872523106405415	0.0038166699148963813	-0.31442934242637666	Prostate_cancer
DRUG_451:ISOLIQUIRITIGENIN	8	465	103287	31847923	0.00016886790503168431	0.017204301075268817	2.0080899185282655	Prostate_cancer
DRUG_705:FLUOROURACIL	138	30229	103287	31847923	7.847894758912173e-05	0.004565152667967845	1.7647021353252157	Prostate_cancer
DRUG_91:FLAVOXATE	2	115	12492	31847923	0.0009791082849029409	0.017391304347826087	1.2495014298655467	prostatic_hyperplasia
DRUG_1021:CLIOQUINOL	7	464	103287	31847923	0.0009170732574323175	0.015086206896551725	1.2161760301930096	Prostate_cancer
DRUG_1091:ROQUINIMEX	2	30	103287	31847923	0.004307163721539951	0.06666666666666667	1.189717360704825	Prostate_cancer
DRUG_580:PROTOPORPHYRIN	38	6388	103287	31847923	0.00040828302686954235	0.005948653725735754	1.1634573633300294	Prostate_cancer
DRUG_507:PROTOAPIGENONE	2	31	103287	31847923	0.004594330442958656	0.06451612903225806	1.1474460736192627	Prostate_cancer
DRUG_364:CHOLECALCIFEROL	15	1712	103287	31847923	0.00064140584446042	0.008761682242990653	1.135454585832842	Prostate_cancer
DRUG_126:TIOTROPIUM	5	1421	12492	31847923	0.0002808924661705825	0.003518648838845883	1.0978358352825182	prostatic_hyperplasia
DRUG_1077:ADENOSINE DIPHOSPHATE	36	6203	103287	31847923	0.0008685618282447355	0.005803643398355635	0.8248999806306268	Prostate_cancer
DRUG_49:ADRIAMYCIN	60	11888	103287	31847923	0.0008084239701493122	0.0050471063257065945	0.7954032718981932	Prostate_cancer
DRUG_1129:EVEROLIMUS	34	5782	103287	31847923	0.0009550325400582375	0.00588031822898651	0.7893826605039984	Prostate_cancer
DRUG_325:CATECHIN	28	4520	103287	31847923	0.0012153764885927828	0.006194690265486726	0.7073087658468227	Prostate_cancer
DRUG_193:TANSHINONE I	4	198	103287	31847923	0.0041739536761767	0.020202020202020204	0.6848471762441546	Prostate_cancer
DRUG_259:TANSHINONE IIA	10	1029	103287	31847923	0.0023292603548894335	0.009718172983479106	0.6203665903858835	Prostate_cancer
DRUG_60:MENTHOL	16	2104	103287	31847923	0.0018421167807698073	0.0076045627376425855	0.615757088394675	Prostate_cancer
DRUG_214:KAEMPFEROL	19	2759	103287	31847923	0.0022380955182902964	0.006886553098948894	0.4881232829009865	Prostate_cancer
DRUG_484:SHIKONIN	7	627	103287	31847923	0.004866852613338869	0.011164274322169059	0.36058230481651754	Prostate_cancer
DRUG_1107:ARSENIC TRIOXIDE	20	3125	103287	31847923	0.0039267896892157764	0.0064	0.21214233201037125	Prostate_cancer
DRUG_96:STAUROSPORINE	35	6604	103287	31847923	0.004235792689811866	0.0052998182919442765	0.09732628325182224	Prostate_cancer
DRUG_1157:GLIPIZIDE	3	770	12492	31847923	0.0036554398303358707	0.003896103896103896	0.027690889868715818	prostatic_hyperplasia
DRUG_756:DISULFIRAM	16	2403	103287	31847923	0.0064373004898161616	0.006658343736995423	0.014662429610873051	Prostate_cancer
DRUG_970:ISOSORBIDE MONONITRATE	2	307	12492	31847923	0.006674725347918155	0.006514657980456026	-0.010541779836691134	prostatic_hyperplasia
DRUG_8:OCTREOTIDE	31	5975	103287	31847923	0.00892337773583744	0.005188284518828452	-0.2355054932970133	Prostate_cancer
DRUG_1122:ESTRADIOL BENZOATE	5	2539	12492	31847923	0.003586584914602395	0.0019692792437967705	-0.26037381401968407	prostatic_hyperplasia
DRUG_534:NOREPINEPHRINE	27	38689	12492	31847923	0.0038208317922906795	0.0006978727803768513	-0.7383816592330286	prostatic_hyperplasia
DRUG_1080:ADENOSINE TRIPHOSPHATE	13	14694	12492	31847923	0.006439200183529946	0.0008847148495984755	-0.8620286099633181	prostatic_hyperplasia
DRUG_860:IBUPROFEN	2	10571	250	31847923	0.0032463001509873066	0.00018919685933213508	-1.2344747491197667	hereditary_prostate_cancer
DRUG_1035:ALCOHOL	91	178413	12492	31847923	0.008839503071569653	0.0005100525185944971	-1.2388129546458724	prostatic_hyperplasia
