target	target_with_keyphrase_count	target_count	keyphrase_count	db_article_count	fet_p_value	target_and_keyphrase_ratio	fet_p_value_and_ratio	phenotypes
DRUG_488:CYCLOSPORINE	189	14108	50904	16993643	8.428254205280381e-62	0.013396654380493337	59.20125872725198	rheumatoid
DRUG_406:Anakinra	94	127	66032	16993643	6.762340681950119e-197	0.7401574803149606	196.0392270862134	arthritis
DRUG_406:Anakinra	89	127	50904	16993643	7.344414178998462e-193	0.7007874015748031	191.9796291253142	rheumatoid
DRUG_406:Anakinra	7	127	15377	16993643	4.030876587619418e-11	0.05511811023622047	9.13589481739157	synovial
DRUG_406:Anakinra	4	127	40350	16993643	0.0002602566550971429	0.031496062992125984	2.082854426579398	autoimmune
DRUG_478:ANAKINRA	94	127	66032	16993643	6.762340681950119e-197	0.7401574803149606	196.0392270862134	arthritis
DRUG_478:ANAKINRA	89	127	50904	16993643	7.344414178998462e-193	0.7007874015748031	191.9796291253142	rheumatoid
DRUG_478:ANAKINRA	7	127	15377	16993643	4.030876587619418e-11	0.05511811023622047	9.13589481739157	synovial
DRUG_478:ANAKINRA	4	127	40350	16993643	0.0002602566550971429	0.031496062992125984	2.082854426579398	autoimmune
DRUG_481:ROFECOXIB	157	1043	66032	16993643	2.554858430222678e-190	0.15052732502396932	188.7702485039646	arthritis
DRUG_481:ROFECOXIB	110	1043	50904	16993643	2.3994187999345305e-128	0.10546500479386385	126.64300231941557	rheumatoid
DRUG_481:ROFECOXIB	8	1043	15377	16993643	6.628515013876966e-06	0.007670182166826462	3.0633894342502916	synovial
DRUG_492:RITUXIMAB	127	1571	40350	16993643	1.981720210703857e-145	0.08084022915340547	143.61058519733322	autoimmune
DRUG_492:RITUXIMAB	62	1571	50904	16993643	5.354328267492232e-47	0.03946530872056015	44.86751051071343	rheumatoid
DRUG_492:RITUXIMAB	56	1571	66032	16993643	1.55288861837069e-34	0.03564608529598982	32.36087153508617	arthritis
DRUG_231:MCP-1	99	3133	40350	16993643	3.0617118812386504e-74	0.03159910628790297	72.01371048019735	autoimmune
DRUG_231:MCP-1	110	3133	66032	16993643	1.8254277486877633e-65	0.035110118097669965	63.284067642236025	arthritis
DRUG_231:MCP-1	63	3133	15377	16993643	5.040178668327794e-61	0.02010852218321098	58.60093422263161	synovial
DRUG_231:MCP-1	83	3133	50904	16993643	4.9286745109422485e-49	0.026492180019150973	46.730387559146756	rheumatoid
DRUG_592:MISOPROSTOL	94	1938	66032	16993643	1.910129303323332e-68	0.048503611971104234	66.40471131373195	arthritis
DRUG_592:MISOPROSTOL	58	1938	50904	16993643	1.3770814736816886e-37	0.029927760577915376	35.33711458522188	rheumatoid
DRUG_592:MISOPROSTOL	7	1938	15377	16993643	0.0022114134749206295	0.003611971104231166	0.21307431572576396	synovial
DRUG_592:MISOPROSTOL	8	1938	40350	16993643	0.0949319370506223	0.0041279669762641896	-1.3616761283029024	autoimmune
DRUG_480:TACROLIMUS	91	3970	40350	16993643	1.2268797536363677e-56	0.02292191435768262	54.27144888590454	autoimmune
DRUG_480:TACROLIMUS	31	3970	66032	16993643	0.00030437442143257796	0.0078085642317380355	1.4091630340364811	arthritis
DRUG_480:TACROLIMUS	21	3970	50904	16993643	0.010471751655701023	0.005289672544080605	-0.2965905461221654	rheumatoid
DRUG_622:DEXAMETHASONE	129	23441	15377	16993643	1.057758624324716e-56	0.005503178192056653	53.71622700043425	synovial
DRUG_622:DEXAMETHASONE	248	23441	66032	16993643	3.6002419173788254e-42	0.010579753423488759	39.46814386189407	arthritis
DRUG_622:DEXAMETHASONE	169	23441	50904	16993643	1.0506069013804791e-23	0.00720959003455484	20.83647032040759	rheumatoid
DRUG_622:DEXAMETHASONE	127	23441	40350	16993643	1.5952980220274083e-16	0.005417857599931744	13.530985759360103	autoimmune
DRUG_628:HYDROCORTISONE	141	8817	66032	16993643	1.1196930317214168e-42	0.015991833957128276	40.154799296427036	arthritis
DRUG_628:HYDROCORTISONE	95	8817	50904	16993643	3.882425980698458e-25	0.01077463990019281	22.443299579936454	rheumatoid
DRUG_628:HYDROCORTISONE	51	8817	15377	16993643	2.204012607661464e-24	0.005784280367471929	21.419035260814596	synovial
DRUG_628:HYDROCORTISONE	43	8817	40350	16993643	1.5254032916918616e-05	0.0048769422706135875	2.504762935562682	autoimmune
DRUG_44:Benoxaprofen	27	293	66032	16993643	3.2498995697972414e-28	0.09215017064846416	26.452626203428096	arthritis
DRUG_44:Benoxaprofen	16	293	50904	16993643	1.7845915014737142e-15	0.05460750853242321	13.485713541830622	rheumatoid
DRUG_444:FOLIC ACID	74	6801	50904	16993643	3.429259056618425e-20	0.010880752830466108	17.50145865060968	rheumatoid
DRUG_444:FOLIC ACID	77	6801	66032	16993643	8.848277965510719e-16	0.01132186443170122	13.107059192944423	arthritis
DRUG_526:RIBAVIRIN	38	2895	40350	16993643	1.3103127822954416e-16	0.013126079447322971	14.00076005090473	autoimmune
DRUG_114:Aminoguanidine	29	1766	40350	16993643	1.881370763791286e-15	0.01642129105322763	12.940932907784674	autoimmune
DRUG_114:Aminoguanidine	14	1766	66032	16993643	0.010814233066428966	0.007927519818799546	-0.13485838874126377	arthritis
DRUG_512:IFOSFAMIDE	22	2772	15377	16993643	4.596986854696056e-14	0.007936507936507936	11.23715619301621	synovial
DRUG_219:Tocilizumab	5	7	66032	16993643	1.8478929530499147e-11	0.7142857142857143	10.587195155038465	arthritis
DRUG_219:Tocilizumab	3	7	50904	16993643	9.322507743146712e-07	0.42857142857142855	5.6624904619528875	rheumatoid
DRUG_219:Tocilizumab	1	7	40350	16993643	0.016502996433539592	0.14285714285714285	0.9373391541716285	autoimmune
DRUG_505:STREPTOZOCIN	18	765	40350	16993643	1.1013976630493386e-12	0.023529411764705882	10.32966691929149	autoimmune
DRUG_497:THALIDOMIDE	41	2874	66032	16993643	4.5247623992296206e-12	0.014265831593597773	9.498701314112395	arthritis
DRUG_497:THALIDOMIDE	27	2874	40350	16993643	4.040476730985781e-09	0.009394572025052192	6.366444390343814	autoimmune
DRUG_497:THALIDOMIDE	27	2874	50904	16993643	3.966827392875828e-07	0.009394572025052192	4.374433696774062	rheumatoid
DRUG_175:TACE inhibitors	6	24	66032	16993643	4.3619412817256815e-10	0.25	8.75826019364535	arthritis
DRUG_175:TACE inhibitors	5	24	50904	16993643	9.773802523228643e-09	0.20833333333333334	7.328695202634378	rheumatoid
DRUG_175:TACE inhibitors	1	24	40350	16993643	0.05545676467799736	0.041666666666666664	-0.12416577115326755	autoimmune
DRUG_400:Glucosamine	24	4882	15377	16993643	6.843248865909117e-11	0.004916018025399427	7.85635113251959	synovial
DRUG_400:Glucosamine	43	4882	66032	16993643	1.4115079378188437e-06	0.008807865628840639	3.795187355690839	arthritis
DRUG_646:GLUCOSAMINE	24	4882	15377	16993643	6.843248865909117e-11	0.004916018025399427	7.85635113251959	synovial
DRUG_646:GLUCOSAMINE	43	4882	66032	16993643	1.4115079378188437e-06	0.008807865628840639	3.795187355690839	arthritis
DRUG_423:MARIMASTAT	9	118	66032	16993643	1.23271381316809e-09	0.07627118644067797	7.791498239639887	arthritis
DRUG_423:MARIMASTAT	5	118	50904	16993643	3.1845320601196426e-05	0.0423728813559322	3.124042371547902	rheumatoid
DRUG_423:MARIMASTAT	2	118	15377	16993643	0.005271287415230307	0.01694915254237288	0.5072312917320629	synovial
DRUG_403:Bindarit	4	10	66032	16993643	4.698315594896559e-08	0.4	6.930117805510756	arthritis
DRUG_403:Bindarit	3	10	40350	16993643	1.5863678840073655e-06	0.3	5.276717345718311	autoimmune
DRUG_431:BINDARIT	4	10	66032	16993643	4.698315594896559e-08	0.4	6.930117805510756	arthritis
DRUG_431:BINDARIT	3	10	40350	16993643	1.5863678840073655e-06	0.3	5.276717345718311	autoimmune
DRUG_621:MERCAPTOPURINE	24	2256	40350	16993643	2.778987189152855e-09	0.010638297872340425	6.582985601671525	autoimmune
DRUG_621:MERCAPTOPURINE	20	2256	66032	16993643	0.000752856276829648	0.008865248226950355	1.0709788247328023	arthritis
DRUG_621:MERCAPTOPURINE	16	2256	50904	16993643	0.0016762088483695604	0.0070921985815602835	0.6264527584658155	rheumatoid
DRUG_495:LISOFYLLINE	5	56	40350	16993643	2.605667513378434e-07	0.08928571428571429	5.534862978968331	autoimmune
DRUG_46:IL-18BP	4	32	40350	16993643	1.0836519478789292e-06	0.125	5.06202019703046	autoimmune
DRUG_46:IL-18BP	4	32	50904	16993643	2.707052657796591e-06	0.125	4.664413309225705	rheumatoid
DRUG_46:IL-18BP	4	32	66032	16993643	7.513836333210768e-06	0.125	4.221048282003549	arthritis
DRUG_46:IL-18BP	1	32	15377	16993643	0.0285533281518499	0.03125	0.039193285149264234	synovial
DRUG_642:PENTOXIFYLLINE	22	2332	40350	16993643	9.749979496151746e-08	0.009433962264150943	4.985690432341054	autoimmune
DRUG_642:PENTOXIFYLLINE	17	2332	66032	16993643	0.011633867823974832	0.007289879931389366	-0.20300375004311122	arthritis
DRUG_544:BAY-11-7085	4	29	66032	16993643	5.009175855050701e-06	0.13793103448275862	4.43989571487634	arthritis
DRUG_544:BAY-11-7085	2	29	15377	16993643	0.0003270394785051769	0.06896551724137931	2.3240318161687608	synovial
DRUG_544:BAY-11-7085	2	29	50904	16993643	0.003452120139226334	0.06896551724137931	1.3005460963258084	rheumatoid
DRUG_620:TROGLITAZONE	9	1176	15377	16993643	1.8122494278466207e-06	0.007653061224489796	3.6256172163879654	synovial
DRUG_620:TROGLITAZONE	13	1176	66032	16993643	0.0008969104008848189	0.011054421768707483	1.0907869702928235	arthritis
DRUG_620:TROGLITAZONE	10	1176	50904	16993643	0.003409522630716307	0.008503401360544218	0.39689910083878344	rheumatoid
DRUG_620:TROGLITAZONE	6	1176	40350	16993643	0.06420797772984545	0.00510204081632653	-1.0998450631138117	autoimmune
DRUG_238:Diacerein	4	42	66032	16993643	2.2673880927920787e-05	0.09523809523809523	3.6232848393245938	arthritis
DRUG_238:Diacerein	2	42	15377	16993643	0.0006881440895029923	0.047619047619047616	1.840101321210643	synovial
DRUG_632:DIACEREIN	4	42	66032	16993643	2.2673880927920787e-05	0.09523809523809523	3.6232848393245938	arthritis
DRUG_632:DIACEREIN	2	42	15377	16993643	0.0006881440895029923	0.047619047619047616	1.840101321210643	synovial
DRUG_65:SB 203580	11	525	66032	16993643	9.283756633005201e-06	0.02095238095238095	3.3535096345362723	arthritis
DRUG_65:SB 203580	7	525	50904	16993643	0.0011827043010040467	0.013333333333333334	1.0520625604458882	rheumatoid
DRUG_64:Oprelvekin	2	9	50904	16993643	0.0003185316718424644	0.2222222222222222	2.8436348651810386	rheumatoid
DRUG_64:Oprelvekin	2	9	66032	16993643	0.0005337703340363851	0.2222222222222222	2.6194330533829833	arthritis
DRUG_146:Gallium nitrate	5	169	40350	16993643	5.910362291068108e-05	0.029585798816568046	2.699469196812442	autoimmune
DRUG_146:Gallium nitrate	4	169	66032	16993643	0.0044980172885584445	0.023668639053254437	0.7211521663592058	arthritis
DRUG_341:Sant7	2	12	40350	16993643	0.00036624667474391735	0.16666666666666666	2.658075059317463	autoimmune
DRUG_89:Ibudilast	3	43	40350	16993643	0.00015385098768598218	0.06976744186046512	2.6565525104825327	autoimmune
DRUG_518:IBUDILAST	3	43	40350	16993643	0.00015385098768598218	0.06976744186046512	2.6565525104825327	autoimmune
DRUG_273:Ilodecakin	1	1	40350	16993643	0.0023744173040124213	1.0	2.6244429513868632	autoimmune
DRUG_273:Ilodecakin	1	1	50904	16993643	0.002995473071612253	1.0	2.5235345802307756	rheumatoid
DRUG_273:Ilodecakin	1	1	66032	16993643	0.003885688312291725	1.0	2.4105320389602993	arthritis
DRUG_482:ILODECAKIN	1	1	40350	16993643	0.0023744173040124213	1.0	2.6244429513868632	autoimmune
DRUG_482:ILODECAKIN	1	1	50904	16993643	0.002995473071612253	1.0	2.5235345802307756	rheumatoid
DRUG_482:ILODECAKIN	1	1	66032	16993643	0.003885688312291725	1.0	2.4105320389602993	arthritis
DRUG_149:DPC-333	1	1	50904	16993643	0.002995473071612253	1.0	2.5235345802307756	rheumatoid
DRUG_149:DPC-333	1	1	66032	16993643	0.003885688312291725	1.0	2.4105320389602993	arthritis
DRUG_417:RS-504393	1	2	50904	16993643	0.005981973460043289	0.5	1.9221255224515383	rheumatoid
DRUG_417:RS-504393	1	2	66032	16993643	0.007756278278686684	0.5	1.8093166220920605	arthritis
DRUG_535:CLOBETASOL PROPIONATE	4	201	40350	16993643	0.0014465720618023765	0.01990049751243781	1.13852386076025	autoimmune
DRUG_137:Esonarimod	1	6	66032	16993643	0.023088824585337155	0.16666666666666666	0.8584469253650768	arthritis
DRUG_579:PD-169316	1	16	15377	16993643	0.014380050314552043	0.0625	0.6381196117357313	synovial
DRUG_579:PD-169316	1	16	50904	16993643	0.046865752947407115	0.0625	0.12502441853001955	rheumatoid
DRUG_651:OMEPRAZOLE	26	3586	66032	16993643	0.0024010235895603003	0.007250418293363078	0.4799666358131818	arthritis
DRUG_504:WORTMANNIN	10	3314	15377	16993643	0.00109020052208671	0.0030175015087507543	0.442141110245438	synovial
DRUG_457:SIROLIMUS	9	1216	40350	16993643	0.002930435075532966	0.007401315789473684	0.4023768305731026	autoimmune
DRUG_460:GENTAMICIN	18	8559	15377	16993643	0.0011140966757323607	0.002103049421661409	0.2759266003526011	synovial
DRUG_47:Celastrol	1	15	66032	16993643	0.056726382752826134	0.06666666666666667	0.07012364996860465	arthritis
DRUG_648:CELASTROL	1	15	66032	16993643	0.056726382752826134	0.06666666666666667	0.07012364996860465	arthritis
DRUG_145:EG-10	1	20	50904	16993643	0.05823490567560831	0.05	-0.06621337203523492	rheumatoid
DRUG_145:EG-10	1	20	66032	16993643	0.07491086635405661	0.05	-0.1755748154370398	arthritis
DRUG_566:CALCIMYCIN	2	92	66032	16993643	0.050215326877543466	0.021739130434782608	-0.36359412576679984	arthritis
DRUG_566:CALCIMYCIN	1	92	15377	16993643	0.07991180381794512	0.010869565217391304	-0.8663987612824946	synovial
DRUG_602:CLOTRIMAZOLE	7	904	50904	16993643	0.020673605173684217	0.007743362831858407	-0.42648660828390716	rheumatoid
DRUG_602:CLOTRIMAZOLE	7	904	66032	16993643	0.06588694802749814	0.007743362831858407	-0.9298697813670518	arthritis
DRUG_623:EPOETIN ALFA	4	437	50904	16993643	0.043742739164566856	0.009153318077803204	-0.6793274206588744	rheumatoid
DRUG_623:EPOETIN ALFA	4	437	66032	16993643	0.09251584892410922	0.009153318077803204	-1.0046375839023336	arthritis
DRUG_626:ACITRETIN	4	363	66032	16993643	0.05456182856025257	0.011019283746556474	-0.6947355503477797	arthritis
DRUG_507:TRASTUZUMAB	3	703	15377	16993643	0.026764744826684863	0.004267425320056899	-0.7973971775043505	synovial
DRUG_485:MESALAMINE	2	195	40350	16993643	0.07901461083161894	0.010256410256410256	-0.8867120211261685	autoimmune
DRUG_227:E-64	2	400	15377	16993643	0.051575344008035776	0.005	-1.013472129067162	synovial
DRUG_496:IMATINIB MESYLATE	3	871	15377	16993643	0.04565061588986633	0.003444316877152698	-1.1223435414303027	synovial
