target	target_with_keyphrase_count	target_count	keyphrase_count	db_article_count
DRUG_209:STAUROSPORINE AGLYCON	0	2	42948	20749320
DRUG_210:DAMNACANTHAL	0	24	42948	20749320
DRUG_211:CHEMBL399530	0	0	42948	20749320
DRUG_212:CHEMBL585654	0	0	42948	20749320
DRUG_213:CHEMBL587620	0	0	42948	20749320
DRUG_214:KAEMPFEROL	11	982	42948	20749320
DRUG_215:CHEMBL1466186	0	0	42948	20749320
DRUG_216:GOSSYPOL	25	1225	42948	20749320
DRUG_217:PITTSBURGH COMPOUND B	0	115	42948	20749320
DRUG_218:CYSTAMINE DIHYDROCHLORIDE	0	5	42948	20749320
DRUG_219:PHENOTHIAZINE	0	3056	42948	20749320
DRUG_220:DIAMIDE	1	999	42948	20749320
DRUG_221:CHEMBL1397308	0	0	42948	20749320
DRUG_222:SANGUINARINE SULFATE	0	1	42948	20749320
DRUG_223:CHEMBL601140	0	0	42948	20749320
DRUG_224:CHEMBL606166	0	0	42948	20749320
DRUG_225:CHEMBL312487	0	0	42948	20749320
DRUG_226:CHEMBL1989853	0	0	42948	20749320
DRUG_227:RESVERATROL	58	2974	42948	20749320
DRUG_228:ERGOCRISTINE	0	29	42948	20749320
DRUG_229:CHEMBL337173	0	0	42948	20749320
DRUG_230:CAFFEIC ACID PHENETHYL ESTER	4	369	42948	20749320
DRUG_231:CHEMBL582473	0	0	42948	20749320
DRUG_232:CHEMBL483847	0	0	42948	20749320
DRUG_233:DANTROLENE	0	1376	42948	20749320
DRUG_234:ALLOXAN	1	4478	42948	20749320
DRUG_235:ETHACRIDINE LACTATE	0	36	42948	20749320
DRUG_236:NIFUROXAZIDE	2	55	42948	20749320
DRUG_237:CHEMBL1546228	0	0	42948	20749320
DRUG_238:CHEMBL175266	0	0	42948	20749320
DRUG_239:BENSERAZIDE HYDROCHLORIDE	0	3	42948	20749320
DRUG_240:DAUNORUBICIN HYDROCHLORIDE	0	16	42948	20749320
DRUG_241:CHEMBL1306524	0	0	42948	20749320
DRUG_242:9,10-PHENANTHRENEQUINONE	0	75	42948	20749320
DRUG_243:CHEMBL2181040	0	0	42948	20749320
DRUG_244:GALLIC ACID	8	1108	42948	20749320
DRUG_245:GUTHION	0	38	42948	20749320
DRUG_246:NIGULDIPINE	0	58	42948	20749320
DRUG_247:AGROCLAVINE	0	34	42948	20749320
DRUG_248:ISOGINKGETIN	0	8	42948	20749320
DRUG_249:ROSMARINIC ACID	0	306	42948	20749320
DRUG_250:PROPYLENE GLYCOL MONOSTEARATE	0	2	42948	20749320
DRUG_251:CHEMBL126804	0	0	42948	20749320
DRUG_252:CHEMBL297304	0	0	42948	20749320
DRUG_253:DOXORUBICIN HYDROCHLORIDE	1	262	42948	20749320
DRUG_254:CHEMBL578905	0	0	42948	20749320
DRUG_255:ZAPA	0	26	42948	20749320
DRUG_256:CHEMBL582286	0	0	42948	20749320
DRUG_257:LANSOPRAZOLE	0	1283	42948	20749320
DRUG_258:CHEMBL99408	0	0	42948	20749320
DRUG_259:TANSHINONE IIA	1	234	42948	20749320
DRUG_260:CHEMBL2181039	0	0	42948	20749320
DRUG_261:BILIRUBIN	14	15227	42948	20749320
DRUG_262:QUERCETIN	39	4467	42948	20749320
DRUG_263:CHEMBL601367	0	0	42948	20749320
DRUG_264:BAICALEIN	15	533	42948	20749320
DRUG_265:CHEMBL1334465	0	0	42948	20749320
DRUG_266:CHEMBL586031	0	0	42948	20749320
DRUG_267:MITOXANTRONE HYDROCHLORIDE	1	16	42948	20749320
DRUG_268:ZAGOTENEMAB	0	0	42948	20749320
DRUG_269:CHEMBL1814509	0	0	42948	20749320
DRUG_270:OXYTETRACYCLINE	0	2312	42948	20749320
DRUG_271:DOCONEXENT	0	0	42948	20749320
DRUG_272:CHEMBL515252	0	0	42948	20749320
DRUG_273:OXOGLAUCINE	0	10	42948	20749320
DRUG_274:CHEMBL606167	0	0	42948	20749320
DRUG_275:RHEIN	0	311	42948	20749320
DRUG_276:CHEMBL1609016	0	0	42948	20749320
DRUG_277:1,2-NAPHTHOQUINONE	1	147	42948	20749320
DRUG_278:3-METHYLCHOLANTHRENE	2	3129	42948	20749320
DRUG_279:2,6-DIMETHOXYQUINONE	0	1	42948	20749320
DRUG_280:OSAJIN	0	12	42948	20749320
DRUG_281:ROTTLERIN	7	611	42948	20749320
DRUG_282:METHYLENE BLUE	2	5733	42948	20749320
DRUG_283:DERRUBONE	0	3	42948	20749320
DRUG_284:CHEMBL527584	0	0	42948	20749320
DRUG_285:CHEMBL244707	0	0	42948	20749320
DRUG_286:CHEMBL1224755	0	0	42948	20749320
DRUG_287:CHEMBL601952	0	0	42948	20749320
DRUG_288:CHEMBL528807	0	0	42948	20749320
DRUG_289:SULFURETIN	0	18	42948	20749320
DRUG_290:CHEMBL1335833	0	0	42948	20749320
DRUG_291:INAMRINONE	0	0	42948	20749320
DRUG_292:CHEMBL538542	0	0	42948	20749320
DRUG_293:CHEMBL578294	0	0	42948	20749320
DRUG_294:DEXKETOPROFEN	0	75	42948	20749320
DRUG_295:STREPTONIGRIN	0	224	42948	20749320
DRUG_296:OBTUSAQUINONE	0	0	42948	20749320
DRUG_297:CHEMBL1412489	0	0	42948	20749320
DRUG_298:TRANSPLATIN	0	86	42948	20749320
DRUG_299:CHEMBL528181	0	0	42948	20749320
DRUG_300:CHEMBL600734	0	0	42948	20749320
DRUG_301:LAPACHOL	0	77	42948	20749320
DRUG_302:CHEMBL1601846	0	0	42948	20749320
DRUG_303:TOLONIUM CHLORIDE	0	17	42948	20749320
DRUG_304:CHEMBL24983	0	0	42948	20749320
DRUG_305:CHEMBL579837	0	0	42948	20749320
DRUG_306:HAEMATOXYLIN	16	1332	42948	20749320
DRUG_307:GOSSYPETIN	0	12	42948	20749320
DRUG_308:DIMETHYL GAMBOGATE	0	0	42948	20749320
DRUG_309:CHEMBL586078	0	0	42948	20749320
DRUG_310:THIOLUTIN	0	25	42948	20749320
DRUG_311:CHEMBL592124	0	0	42948	20749320
DRUG_312:NORDEFRIN	0	2	42948	20749320
DRUG_313:CHEMBL1569494	0	0	42948	20749320
DRUG_314:CHEMBL1390716	0	0	42948	20749320
DRUG_315:KOPARIN	0	0	42948	20749320
DRUG_316:CHEMBL313737	0	0	42948	20749320
DRUG_317:DIHYDROERGOTAMINE	0	996	42948	20749320
DRUG_318:NIFEDIPINE	8	11788	42948	20749320
DRUG_319:CHEMBL579105	0	0	42948	20749320
DRUG_320:ARACHIDONIC ACID	93	21926	42948	20749320
DRUG_321:CURCUMIN	73	3052	42948	20749320
DRUG_322:NBQX	0	677	42948	20749320
DRUG_323:RACEPINEPHRINE	0	1	42948	20749320
DRUG_324:CHEMBL222556	0	0	42948	20749320
DRUG_325:CATECHIN	12	1973	42948	20749320
DRUG_326:CHEMBL584442	0	0	42948	20749320
DRUG_327:AMENTOFLAVONE	0	73	42948	20749320
DRUG_328:SEMAXANIB	0	10	42948	20749320
DRUG_329:CHEMBL585591	0	0	42948	20749320
DRUG_330:PHOSMET	0	73	42948	20749320
DRUG_331:CHEMBL602969	0	0	42948	20749320
DRUG_332:PATULIN	0	483	42948	20749320
DRUG_333:BROMOENOL LACTONE	2	214	42948	20749320
DRUG_334:PYRANTEL PAMOATE	0	193	42948	20749320
DRUG_335:CHEMBL17201	0	0	42948	20749320
DRUG_336:CHEMBL600747	0	0	42948	20749320
DRUG_337:EPALRESTAT	0	83	42948	20749320
DRUG_338:LINOLENIC ACID	26	3400	42948	20749320
DRUG_339:CHEMBL533293	0	0	42948	20749320
DRUG_340:CHEMBL585656	0	0	42948	20749320
DRUG_341:GW282974X	0	0	42948	20749320
DRUG_342:CEAROIN	0	0	42948	20749320
DRUG_343:CHEMBL580071	0	0	42948	20749320
DRUG_344:CARBONYL CYANIDE M-CHLOROPHENYLHYDRAZONE	1	523	42948	20749320
DRUG_345:ALTENUSIN	0	2	42948	20749320
DRUG_346:SAPPANONE A DIMETHYL ETHER	0	0	42948	20749320
DRUG_347:CHEMBL1465049	0	0	42948	20749320
DRUG_348:LAVENDUSTIN A	2	210	42948	20749320
DRUG_349:5-NITRO-2-PHENYLPROPYLAMINOBENZOIC ACID [NPPB]	0	0	42948	20749320
DRUG_350:CHEMBL211670	0	0	42948	20749320
DRUG_351:PYRROLIDINE DITHIOCARBAMIC ACID, AMMONIUM SALT	0	0	42948	20749320
DRUG_352:RESERPINE	0	7581	42948	20749320
DRUG_353:PD-169316	0	18	42948	20749320
DRUG_354:CHEMBL252417	0	0	42948	20749320
DRUG_355:STICTIC ACID	0	3	42948	20749320
DRUG_356:CHEMBL59150	0	0	42948	20749320
DRUG_357:CHEMBL597035	0	0	42948	20749320
DRUG_358:METHYLTHIONINIUM CHLORIDE	0	12	42948	20749320
DRUG_359:CHLORANIL	0	135	42948	20749320
DRUG_360:ERGOCRYPTINE	0	275	42948	20749320
DRUG_361:EMBELIN	3	60	42948	20749320
DRUG_362:CISPLATIN	144	25031	42948	20749320
DRUG_363:TYRPHOSTIN 23	0	68	42948	20749320
DRUG_364:CHOLECALCIFEROL	12	726	42948	20749320
DRUG_365:CHEMBL343002	0	0	42948	20749320
DRUG_366:GW441756X	0	0	42948	20749320
DRUG_367:CHEMBL581044	0	0	42948	20749320
DRUG_368:CHEMBL601353	0	0	42948	20749320
DRUG_369:3,4-DIDESMETHYL-5-DESHYDROXY-3'-ETHOXYSCLEROIN	0	0	42948	20749320
DRUG_370:CHEMBL531322	0	0	42948	20749320
DRUG_371:HARMALOL	0	21	42948	20749320
DRUG_372:XANTHOANGELOL	0	14	42948	20749320
DRUG_373:PIPLARTINE	1	11	42948	20749320
DRUG_374:CHEMBL242171	0	0	42948	20749320
DRUG_375:COUMESTROL	4	237	42948	20749320
DRUG_376:CHEMBL72365	0	0	42948	20749320
DRUG_377:CHEMBL601385	0	0	42948	20749320
DRUG_378:2-BENZOYL-5-METHOXYBENZOQUINONE	0	0	42948	20749320
DRUG_379:PICEATANNOL	5	246	42948	20749320
DRUG_380:CHEMBL533965	0	0	42948	20749320
DRUG_381:HELENALIN	1	130	42948	20749320
DRUG_382:CHEMBL595227	0	0	42948	20749320
DRUG_383:CHEMBL586061	0	0	42948	20749320
DRUG_384:CHEMBL1984884	0	0	42948	20749320
DRUG_385:CHEMBL493863	0	0	42948	20749320
DRUG_386:CHEMBL1426508	0	0	42948	20749320
DRUG_387:DEHYDROVARIABILIN	0	0	42948	20749320
DRUG_388:GF-109203	0	13	42948	20749320
DRUG_389:TRIMETREXATE	2	360	42948	20749320
DRUG_390:CHEMBL538104	0	0	42948	20749320
DRUG_391:CHEMBL578890	0	0	42948	20749320
DRUG_392:AURINTRICARBOXYLIC ACID	0	330	42948	20749320
DRUG_393:FUMARPROTOCETRARIC ACID	0	3	42948	20749320
DRUG_394:Z-PRO-PROLINAL	0	22	42948	20749320
DRUG_395:CHEMBL1518572	0	0	42948	20749320
DRUG_396:SU-9516	0	0	42948	20749320
DRUG_397:RHAMNETIN	0	31	42948	20749320
DRUG_398:DANTROLENE SODIUM	0	333	42948	20749320
DRUG_399:GARCINONE E	0	2	42948	20749320
DRUG_400:CHEMBL339587	0	0	42948	20749320
DRUG_401:CHEMBL184074	0	0	42948	20749320
DRUG_402:DITHIAZANINE IODIDE	0	33	42948	20749320
DRUG_403:MORIN	0	383	42948	20749320
DRUG_404:SAPPANONE A TRIMETHYL ETHER	0	0	42948	20749320
DRUG_405:CHEMBL274921	0	0	42948	20749320
DRUG_406:CHEMBL322970	0	0	42948	20749320
DRUG_407:CIS-RESVERATROL	0	36	42948	20749320
DRUG_408:CHEMBL1498652	0	0	42948	20749320
DRUG_409:TYRPHOSTIN 47	0	47	42948	20749320
DRUG_410:WORTMANNIN	29	4748	42948	20749320
DRUG_411:SANGUINARIUM	0	8	42948	20749320
DRUG_412:CHEMBL2094456	0	0	42948	20749320
DRUG_413:OMEPRAZOLE	1	4389	42948	20749320
DRUG_414:CHEMBL2002487	0	0	42948	20749320
DRUG_415:HOMIDIUM BROMIDE	0	18	42948	20749320
DRUG_416:U-0126	0	174	42948	20749320
DRUG_417:TRICETIN	0	10	42948	20749320
DRUG_418:CHEMBL429095	0	0	42948	20749320
DRUG_419:CHEMBL1519374	0	0	42948	20749320
DRUG_420:4,4'-DIMETHOXYDALBERGIONE	0	0	42948	20749320
DRUG_421:AROMATICIN	0	0	42948	20749320
DRUG_422:HYDROXYZINE PAMOATE	0	16	42948	20749320
DRUG_423:ARUNDINE	0	0	42948	20749320
DRUG_424:CHEMBL590691	0	0	42948	20749320
DRUG_425:CHEMBL19954	0	0	42948	20749320
DRUG_426:BISINDOLYLMALEIMIDE IX	0	15	42948	20749320
DRUG_427:CHEMBL1079460	0	0	42948	20749320
DRUG_428:CHEMBL525103	0	0	42948	20749320
DRUG_429:DAUNORUBICIN	6	3087	42948	20749320
DRUG_430:MANGOSTIN	0	62	42948	20749320
DRUG_431:IRIGENOL	0	0	42948	20749320
DRUG_432:HOMIDIUM	0	39	42948	20749320
DRUG_433:EPIGALOCATECHIN GALLATE	0	1	42948	20749320
DRUG_434:ERBSTATIN	0	168	42948	20749320
DRUG_435:CHEMBL590186	0	0	42948	20749320
DRUG_436:CHEMBL600738	0	0	42948	20749320
DRUG_437:AMSACRINE HYDROCHLORIDE	0	1	42948	20749320
DRUG_438:PURPUROGALLIN	0	39	42948	20749320
DRUG_439:HYPERICIN	3	574	42948	20749320
DRUG_440:CHEMBL310934	0	0	42948	20749320
DRUG_441:CHEMBL578504	0	0	42948	20749320
DRUG_442:CARBOPLATIN	68	6534	42948	20749320
DRUG_443:TRIBROMSALAN	0	7	42948	20749320
DRUG_444:CHEMBL580183	0	0	42948	20749320
DRUG_445:INDIRUBIN-3-MONOXIME	0	32	42948	20749320
DRUG_446:FENRETINIDE	18	317	42948	20749320
DRUG_447:CHELERYTHRINE	4	1552	42948	20749320
DRUG_448:CHEMBL2095095	0	0	42948	20749320
DRUG_449:RABEPRAZOLE	0	550	42948	20749320
DRUG_450:CYSTAMINE HYDROCHLORIDE	0	6	42948	20749320
DRUG_451:ISOLIQUIRITIGENIN	7	129	42948	20749320
DRUG_452:BERBERINE CHLORIDE	0	39	42948	20749320
DRUG_453:POMIFERIN	0	13	42948	20749320
DRUG_454:DAPH	0	16	42948	20749320
DRUG_455:CHEMBL576409	0	0	42948	20749320
DRUG_456:CHEMBL546576	0	0	42948	20749320
DRUG_457:CHEMBL462861	0	0	42948	20749320
DRUG_458:CHEMBL578512	0	0	42948	20749320
DRUG_459:CHEMBL457504	0	0	42948	20749320
DRUG_460:SANGUINARIUM CHLORIDE	0	2	42948	20749320
DRUG_461:CHEMBL1372046	0	0	42948	20749320
DRUG_462:IRIGINOL HEXAACEATATE	0	0	42948	20749320
DRUG_463:CHEMBL68534	0	0	42948	20749320
DRUG_464:CHEMBL546597	0	0	42948	20749320
DRUG_465:CHEMBL35482	0	0	42948	20749320
DRUG_466:CHEMBL1939691	0	0	42948	20749320
DRUG_467:CHEMBL536375	0	0	42948	20749320
DRUG_468:EPINEPHRINE	7	17045	42948	20749320
DRUG_469:IDARUBICIN	2	1038	42948	20749320
DRUG_470:CHEMBL403741	0	0	42948	20749320
DRUG_471:CHEMBL505670	0	0	42948	20749320
DRUG_472:CRYPTOTANSHINONE	2	103	42948	20749320
DRUG_473:JUGLONE	0	138	42948	20749320
DRUG_474:O-DEMETHYLATED ADAPALENE	0	0	42948	20749320
