target	target_with_keyphrase_count	target_count	keyphrase_count	db_article_count
DRUG_52:TECHNETIUM TC-99M TROFOLASTAT CHLORIDE	0	0	190	20749320
DRUG_53:MDX-070	0	0	190	20749320
DRUG_54:MIPSAGARGIN	0	0	190	20749320
DRUG_55:METHOTREXATE	0	20880	190	20749320
DRUG_56:MLN-591RL	0	0	190	20749320
DRUG_57:MLN-2704	0	0	190	20749320
DRUG_58:MERCAPTOPURINE	0	2705	190	20749320
DRUG_59:ANDROSTANOLONE	0	50	190	20749320
DRUG_60:MENTHOL	0	801	190	20749320
DRUG_61:CANNABIDIOL	0	622	190	20749320
DRUG_62:PF-05105679	0	0	190	20749320
DRUG_63:ELISMETREP	0	0	190	20749320
DRUG_64:D-3263	0	0	190	20749320
DRUG_65:ANANDAMIDE	0	1881	190	20749320
DRUG_66:5-BENZYLOXYTRYPTAMINE	0	7	190	20749320
DRUG_67:CLOTRIMAZOLE	0	1117	190	20749320
DRUG_68:METHIONINE	0	23583	190	20749320
DRUG_69:ILOMASTAT	0	57	190	20749320
DRUG_70:PILOCARPINE HYDROCHLORIDE	0	116	190	20749320
DRUG_71:SUXAMETHONIUM	0	1010	190	20749320
DRUG_72:BENZQUINAMIDE	0	60	190	20749320
DRUG_73:LEVOMEPROMAZINE	0	260	190	20749320
DRUG_74:FESOTERODINE	0	46	190	20749320
DRUG_75:PROPANTHELINE	0	238	190	20749320
DRUG_76:CYCLOPENTOLATE	0	180	190	20749320
DRUG_77:ATROPINE SULFATE	0	619	190	20749320
DRUG_78:TRIFLUPROMAZINE	0	143	190	20749320
DRUG_79:CEVIMELINE	0	57	190	20749320
DRUG_80:PROPIOMAZINE	0	58	190	20749320
DRUG_81:ACECLIDINE	0	65	190	20749320
DRUG_82:IPRATROPIUM	0	1237	190	20749320
DRUG_83:TRIHEXYPHENIDYL	0	296	190	20749320
DRUG_84:BIPERIDEN LACTATE	0	1	190	20749320
DRUG_85:N-DESMETHYLCLOZAPINE	0	70	190	20749320
DRUG_86:GLYCOPYRROLATE	0	473	190	20749320
DRUG_87:BIPERIDEN HYDROCHLORIDE	0	7	190	20749320
DRUG_88:ATROPINE	0	15328	190	20749320
DRUG_89:METOCLOPRAMIDE	0	3378	190	20749320
DRUG_90:PILOCARPINE	0	3600	190	20749320
DRUG_91:FLAVOXATE	0	94	190	20749320
DRUG_92:SCOPOLAMINE	0	3871	190	20749320
DRUG_93:METHANTHELINE	0	52	190	20749320
DRUG_94:HEXOCYCLIUM METHYLSULFATE	0	4	190	20749320
DRUG_95:CLIDINIUM BROMIDE	0	14	190	20749320
DRUG_96:STAUROSPORINE	0	5686	190	20749320
DRUG_97:AMITRIPTYLINE	0	3547	190	20749320
DRUG_98:PROMETHAZINE	0	1132	190	20749320
DRUG_99:ALCURONIUM	0	190	190	20749320
DRUG_100:THIETHYLPERAZINE	0	110	190	20749320
DRUG_101:SOLIFENACIN	0	160	190	20749320
DRUG_102:CLIDINIUM	0	20	190	20749320
DRUG_103:DESIPRAMINE	0	3385	190	20749320
DRUG_104:TOLTERODINE	0	438	190	20749320
DRUG_105:CYCRIMINE	0	8	190	20749320
DRUG_106:DICYCLOMINE	0	122	190	20749320
DRUG_107:METHIXENE	0	15	190	20749320
DRUG_108:ACETYLCHOLINE	0	45416	190	20749320
DRUG_109:BUCLIZINE	0	32	190	20749320
DRUG_110:OTENZEPAD	0	6	190	20749320
DRUG_111:ARECOLINE	0	557	190	20749320
DRUG_112:4-DAMP	0	433	190	20749320
DRUG_113:BETHANECHOL	0	886	190	20749320
DRUG_114:DIPHENIDOL	0	50	190	20749320
DRUG_115:NGX-267	0	0	190	20749320
DRUG_116:MILAMELINE	0	8	190	20749320
DRUG_117:HIMBACINE	0	87	190	20749320
DRUG_118:OXYPHENONIUM	0	60	190	20749320
DRUG_119:MEPENZOLATE BROMIDE	0	3	190	20749320
DRUG_120:CLOZAPINE	0	5806	190	20749320
DRUG_121:METHOCTRAMINE	0	405	190	20749320
DRUG_122:DOXEPIN	0	668	190	20749320
DRUG_123:METHSCOPOLAMINE BROMIDE	0	19	190	20749320
DRUG_124:CARBINOXAMINE	0	22	190	20749320
DRUG_125:PROCYCLIDINE	0	86	190	20749320
DRUG_126:TIOTROPIUM	0	460	190	20749320
DRUG_127:ACLIDINIUM	0	18	190	20749320
DRUG_128:METHSCOPOLAMINE	0	66	190	20749320
DRUG_129:DIPHEMANIL METHYLSULFATE	0	19	190	20749320
DRUG_130:UMECLIDINIUM	0	0	190	20749320
DRUG_131:TROSPIUM	0	112	190	20749320
DRUG_132:ANISOTROPINE METHYLBROMIDE	0	18	190	20749320
DRUG_133:ETHOPROPAZINE	0	62	190	20749320
DRUG_134:OXYPHENCYCLIMINE	0	31	190	20749320
DRUG_135:FURTRETHONIUM	0	9	190	20749320
DRUG_136:OXYBUTYNIN	0	644	190	20749320
DRUG_137:INDACATEROL	0	49	190	20749320
DRUG_138:AFACIFENACIN	0	0	190	20749320
DRUG_139:DARIFENACIN	0	123	190	20749320
DRUG_140:PROMAZINE	0	496	190	20749320
DRUG_141:DICYCLOMINE HYDROCHLORIDE	0	32	190	20749320
DRUG_142:BENZTROPINE	0	333	190	20749320
DRUG_143:TRIHEXYPHENIDYL HYDROCHLORIDE	0	13	190	20749320
DRUG_144:OXYPHENONIUM BROMIDE	0	29	190	20749320
DRUG_145:CYCRIMINE HYDROCHLORIDE	0	2	190	20749320
DRUG_146:ETHOPROPAZINE HYDROCHLORIDE	0	2	190	20749320
DRUG_147:PIPERTRAMINE AMIDE	0	0	190	20749320
DRUG_148:OXOTREMORINE	0	1332	190	20749320
DRUG_149:VINBURNINE	0	16	190	20749320
DRUG_150:ISOPROPAMIDE IODIDE	0	22	190	20749320
DRUG_151:PROPANTHELINE BROMIDE	0	98	190	20749320
DRUG_152:METHIXENE HYDROCHLORIDE	0	8	190	20749320
DRUG_153:ASM-024	0	0	190	20749320
DRUG_154:SABCOMELINE	0	8	190	20749320
DRUG_155:TRIPITRAMINE	0	17	190	20749320
DRUG_156:NEBRACETAM	0	14	190	20749320
DRUG_157:DIPHENIDOL HYDROCHLORIDE	0	2	190	20749320
DRUG_158:GLYCOPYRRONIUM	0	52	190	20749320
DRUG_159:BRUCINE	0	160	190	20749320
DRUG_160:CHEMBL523685	0	0	190	20749320
DRUG_161:PIPERTRAMINE	0	0	190	20749320
DRUG_162:OLANZAPINE	0	3680	190	20749320
DRUG_163:DAROTROPIUM BROMIDE	0	0	190	20749320
DRUG_164:PIRENZEPINE	0	1837	190	20749320
DRUG_165:CHEMBL1242950	0	0	190	20749320
DRUG_166:REVEFENACIN	0	0	190	20749320
DRUG_167:TRIDIHEXETHYL	0	9	190	20749320
DRUG_168:VINCAMINE	0	217	190	20749320
DRUG_169:XANOMELINE	0	62	190	20749320
DRUG_170:MK-7622	0	0	190	20749320
DRUG_171:CEVIMELINE HYDROCHLORIDE	0	13	190	20749320
DRUG_172:PROCYCLIDINE HYDROCHLORIDE	0	11	190	20749320
DRUG_173:BENZTROPINE MESYLATE	0	29	190	20749320
DRUG_174:DOTHIEPIN	0	181	190	20749320
DRUG_175:TRIDIHEXETHYL CHLORIDE	0	5	190	20749320
DRUG_176:OXYPHENCYCLIMINE HYDROCHLORIDE	0	11	190	20749320
DRUG_177:STRYCHNINE	0	3002	190	20749320
DRUG_178:METHYLPHENIDATE	0	3342	190	20749320
DRUG_179:APIGENIN	0	811	190	20749320
DRUG_180:LAPACHONE	0	177	190	20749320
DRUG_181:APOMORPHINE HYDROCHLORIDE HEMIHYDRATE	0	0	190	20749320
DRUG_182:OXOPURPUREINE	0	0	190	20749320
DRUG_183:CHEMBL122701	0	0	190	20749320
DRUG_184:CHEMBL586000	0	0	190	20749320
DRUG_185:PHENAZOPYRIDINE HYDROCHLORIDE	0	34	190	20749320
DRUG_186:CHEMBL1451216	0	0	190	20749320
DRUG_187:CHEMBL146710	0	0	190	20749320
DRUG_188:CALCIMYCIN	0	114	190	20749320
DRUG_189:CHEMBL77387	0	0	190	20749320
DRUG_190:GENTIAN VIOLET	0	279	190	20749320
DRUG_191:ARISTOLOCHIC ACID	0	493	190	20749320
DRUG_192:CHEMBL67535	0	0	190	20749320
DRUG_193:TANSHINONE I	0	68	190	20749320
DRUG_194:CHEMBL196814	0	0	190	20749320
DRUG_195:4-METHOXYDALBERGIONE	0	3	190	20749320
DRUG_196:CHEMBL1567571	0	0	190	20749320
DRUG_197:ISOBOLDINE	0	6	190	20749320
DRUG_198:CHEMBL323356	0	0	190	20749320
DRUG_199:METHYL 7-DESHYDROXYPYROGALLIN-4-CARBOXYLATE	0	0	190	20749320
DRUG_200:CHEMBL1257092	0	0	190	20749320
DRUG_201:TYRPHOSTIN 25	0	62	190	20749320
DRUG_202:ATHRAQUINONES A	0	0	190	20749320
DRUG_203:FELODIPINE	0	1046	190	20749320
DRUG_204:CHEMBL1503190	0	0	190	20749320
DRUG_205:CHEMBL548017	0	0	190	20749320
DRUG_206:CHEMBL166486	0	0	190	20749320
DRUG_207:L-755507	0	0	190	20749320
DRUG_208:SARCOLYSIN	0	144	190	20749320
DRUG_209:STAUROSPORINE AGLYCON	0	2	190	20749320
DRUG_210:DAMNACANTHAL	0	24	190	20749320
DRUG_211:CHEMBL399530	0	0	190	20749320
DRUG_212:CHEMBL585654	0	0	190	20749320
DRUG_213:CHEMBL587620	0	0	190	20749320
DRUG_214:KAEMPFEROL	0	982	190	20749320
DRUG_215:CHEMBL1466186	0	0	190	20749320
DRUG_216:GOSSYPOL	0	1225	190	20749320
DRUG_217:PITTSBURGH COMPOUND B	0	115	190	20749320
DRUG_218:CYSTAMINE DIHYDROCHLORIDE	0	5	190	20749320
DRUG_219:PHENOTHIAZINE	0	3056	190	20749320
DRUG_220:DIAMIDE	0	999	190	20749320
DRUG_221:CHEMBL1397308	0	0	190	20749320
DRUG_222:SANGUINARINE SULFATE	0	1	190	20749320
DRUG_223:CHEMBL601140	0	0	190	20749320
DRUG_224:CHEMBL606166	0	0	190	20749320
DRUG_225:CHEMBL312487	0	0	190	20749320
DRUG_226:CHEMBL1989853	0	0	190	20749320
DRUG_227:RESVERATROL	0	2974	190	20749320
DRUG_228:ERGOCRISTINE	0	29	190	20749320
DRUG_229:CHEMBL337173	0	0	190	20749320
DRUG_230:CAFFEIC ACID PHENETHYL ESTER	0	369	190	20749320
DRUG_231:CHEMBL582473	0	0	190	20749320
DRUG_232:CHEMBL483847	0	0	190	20749320
DRUG_233:DANTROLENE	0	1376	190	20749320
DRUG_234:ALLOXAN	0	4478	190	20749320
DRUG_235:ETHACRIDINE LACTATE	0	36	190	20749320
DRUG_236:NIFUROXAZIDE	0	55	190	20749320
DRUG_237:CHEMBL1546228	0	0	190	20749320
DRUG_238:CHEMBL175266	0	0	190	20749320
DRUG_239:BENSERAZIDE HYDROCHLORIDE	0	3	190	20749320
DRUG_240:DAUNORUBICIN HYDROCHLORIDE	0	16	190	20749320
DRUG_241:CHEMBL1306524	0	0	190	20749320
DRUG_242:9,10-PHENANTHRENEQUINONE	0	75	190	20749320
DRUG_243:CHEMBL2181040	0	0	190	20749320
DRUG_244:GALLIC ACID	0	1108	190	20749320
DRUG_245:GUTHION	0	38	190	20749320
DRUG_246:NIGULDIPINE	0	58	190	20749320
DRUG_247:AGROCLAVINE	0	34	190	20749320
DRUG_248:ISOGINKGETIN	0	8	190	20749320
DRUG_249:ROSMARINIC ACID	0	306	190	20749320
DRUG_250:PROPYLENE GLYCOL MONOSTEARATE	0	2	190	20749320
DRUG_251:CHEMBL126804	0	0	190	20749320
DRUG_252:CHEMBL297304	0	0	190	20749320
DRUG_253:DOXORUBICIN HYDROCHLORIDE	0	262	190	20749320
DRUG_254:CHEMBL578905	0	0	190	20749320
DRUG_255:ZAPA	0	26	190	20749320
DRUG_256:CHEMBL582286	0	0	190	20749320
DRUG_257:LANSOPRAZOLE	0	1283	190	20749320
DRUG_258:CHEMBL99408	0	0	190	20749320
DRUG_259:TANSHINONE IIA	0	234	190	20749320
DRUG_260:CHEMBL2181039	0	0	190	20749320
DRUG_261:BILIRUBIN	0	15227	190	20749320
DRUG_262:QUERCETIN	0	4467	190	20749320
DRUG_263:CHEMBL601367	0	0	190	20749320
DRUG_264:BAICALEIN	0	533	190	20749320
DRUG_265:CHEMBL1334465	0	0	190	20749320
DRUG_266:CHEMBL586031	0	0	190	20749320
DRUG_267:MITOXANTRONE HYDROCHLORIDE	0	16	190	20749320
DRUG_268:ZAGOTENEMAB	0	0	190	20749320
DRUG_269:CHEMBL1814509	0	0	190	20749320
DRUG_270:OXYTETRACYCLINE	0	2312	190	20749320
DRUG_271:DOCONEXENT	0	0	190	20749320
DRUG_272:CHEMBL515252	0	0	190	20749320
DRUG_273:OXOGLAUCINE	0	10	190	20749320
DRUG_274:CHEMBL606167	0	0	190	20749320
DRUG_275:RHEIN	0	311	190	20749320
DRUG_276:CHEMBL1609016	0	0	190	20749320
DRUG_277:1,2-NAPHTHOQUINONE	0	147	190	20749320
DRUG_278:3-METHYLCHOLANTHRENE	0	3129	190	20749320
DRUG_279:2,6-DIMETHOXYQUINONE	0	1	190	20749320
DRUG_280:OSAJIN	0	12	190	20749320
DRUG_281:ROTTLERIN	0	611	190	20749320
DRUG_282:METHYLENE BLUE	0	5733	190	20749320
DRUG_283:DERRUBONE	0	3	190	20749320
DRUG_284:CHEMBL527584	0	0	190	20749320
DRUG_285:CHEMBL244707	0	0	190	20749320
DRUG_286:CHEMBL1224755	0	0	190	20749320
DRUG_287:CHEMBL601952	0	0	190	20749320
DRUG_288:CHEMBL528807	0	0	190	20749320
DRUG_289:SULFURETIN	0	18	190	20749320
DRUG_290:CHEMBL1335833	0	0	190	20749320
DRUG_291:INAMRINONE	0	0	190	20749320
DRUG_292:CHEMBL538542	0	0	190	20749320
DRUG_293:CHEMBL578294	0	0	190	20749320
DRUG_294:DEXKETOPROFEN	0	75	190	20749320
DRUG_295:STREPTONIGRIN	0	224	190	20749320
DRUG_296:OBTUSAQUINONE	0	0	190	20749320
DRUG_297:CHEMBL1412489	0	0	190	20749320
DRUG_298:TRANSPLATIN	0	86	190	20749320
DRUG_299:CHEMBL528181	0	0	190	20749320
DRUG_300:CHEMBL600734	0	0	190	20749320
DRUG_301:LAPACHOL	0	77	190	20749320
DRUG_302:CHEMBL1601846	0	0	190	20749320
DRUG_303:TOLONIUM CHLORIDE	0	17	190	20749320
DRUG_304:CHEMBL24983	0	0	190	20749320
DRUG_305:CHEMBL579837	0	0	190	20749320
DRUG_306:HAEMATOXYLIN	0	1332	190	20749320
DRUG_307:GOSSYPETIN	0	12	190	20749320
DRUG_308:DIMETHYL GAMBOGATE	0	0	190	20749320
DRUG_309:CHEMBL586078	0	0	190	20749320
DRUG_310:THIOLUTIN	0	25	190	20749320
DRUG_311:CHEMBL592124	0	0	190	20749320
DRUG_312:NORDEFRIN	0	2	190	20749320
DRUG_313:CHEMBL1569494	0	0	190	20749320
DRUG_314:CHEMBL1390716	0	0	190	20749320
DRUG_315:KOPARIN	0	0	190	20749320
DRUG_316:CHEMBL313737	0	0	190	20749320
DRUG_317:DIHYDROERGOTAMINE	0	996	190	20749320
DRUG_318:NIFEDIPINE	0	11788	190	20749320
DRUG_319:CHEMBL579105	0	0	190	20749320
DRUG_320:ARACHIDONIC ACID	0	21926	190	20749320
DRUG_321:CURCUMIN	0	3052	190	20749320
DRUG_322:NBQX	0	677	190	20749320
DRUG_323:RACEPINEPHRINE	0	1	190	20749320
DRUG_324:CHEMBL222556	0	0	190	20749320
DRUG_325:CATECHIN	0	1973	190	20749320
DRUG_326:CHEMBL584442	0	0	190	20749320
DRUG_327:AMENTOFLAVONE	0	73	190	20749320
DRUG_328:SEMAXANIB	0	10	190	20749320
DRUG_329:CHEMBL585591	0	0	190	20749320
DRUG_330:PHOSMET	0	73	190	20749320
DRUG_331:CHEMBL602969	0	0	190	20749320
DRUG_332:PATULIN	0	483	190	20749320
DRUG_333:BROMOENOL LACTONE	0	214	190	20749320
DRUG_334:PYRANTEL PAMOATE	0	193	190	20749320
DRUG_335:CHEMBL17201	0	0	190	20749320
DRUG_336:CHEMBL600747	0	0	190	20749320
DRUG_337:EPALRESTAT	0	83	190	20749320
DRUG_338:LINOLENIC ACID	0	3400	190	20749320
DRUG_339:CHEMBL533293	0	0	190	20749320
DRUG_340:CHEMBL585656	0	0	190	20749320
DRUG_341:GW282974X	0	0	190	20749320
DRUG_342:CEAROIN	0	0	190	20749320
DRUG_343:CHEMBL580071	0	0	190	20749320
DRUG_344:CARBONYL CYANIDE M-CHLOROPHENYLHYDRAZONE	0	523	190	20749320
DRUG_345:ALTENUSIN	0	2	190	20749320
DRUG_346:SAPPANONE A DIMETHYL ETHER	0	0	190	20749320
DRUG_347:CHEMBL1465049	0	0	190	20749320
DRUG_348:LAVENDUSTIN A	0	210	190	20749320
DRUG_349:5-NITRO-2-PHENYLPROPYLAMINOBENZOIC ACID [NPPB]	0	0	190	20749320
DRUG_350:CHEMBL211670	0	0	190	20749320
DRUG_351:PYRROLIDINE DITHIOCARBAMIC ACID, AMMONIUM SALT	0	0	190	20749320
DRUG_352:RESERPINE	0	7581	190	20749320
DRUG_353:PD-169316	0	18	190	20749320
DRUG_354:CHEMBL252417	0	0	190	20749320
DRUG_355:STICTIC ACID	0	3	190	20749320
DRUG_356:CHEMBL59150	0	0	190	20749320
DRUG_357:CHEMBL597035	0	0	190	20749320
DRUG_358:METHYLTHIONINIUM CHLORIDE	0	12	190	20749320
DRUG_359:CHLORANIL	0	135	190	20749320
DRUG_360:ERGOCRYPTINE	0	275	190	20749320
DRUG_361:EMBELIN	0	60	190	20749320
DRUG_362:CISPLATIN	0	25031	190	20749320
DRUG_363:TYRPHOSTIN 23	0	68	190	20749320
DRUG_364:CHOLECALCIFEROL	0	726	190	20749320
DRUG_365:CHEMBL343002	0	0	190	20749320
DRUG_366:GW441756X	0	0	190	20749320
DRUG_367:CHEMBL581044	0	0	190	20749320
DRUG_368:CHEMBL601353	0	0	190	20749320
DRUG_369:3,4-DIDESMETHYL-5-DESHYDROXY-3'-ETHOXYSCLEROIN	0	0	190	20749320
DRUG_370:CHEMBL531322	0	0	190	20749320
DRUG_371:HARMALOL	0	21	190	20749320
DRUG_372:XANTHOANGELOL	0	14	190	20749320
DRUG_373:PIPLARTINE	0	11	190	20749320
DRUG_374:CHEMBL242171	0	0	190	20749320
DRUG_375:COUMESTROL	0	237	190	20749320
DRUG_376:CHEMBL72365	0	0	190	20749320
DRUG_377:CHEMBL601385	0	0	190	20749320
DRUG_378:2-BENZOYL-5-METHOXYBENZOQUINONE	0	0	190	20749320
DRUG_379:PICEATANNOL	0	246	190	20749320
DRUG_380:CHEMBL533965	0	0	190	20749320
DRUG_381:HELENALIN	0	130	190	20749320
DRUG_382:CHEMBL595227	0	0	190	20749320
DRUG_383:CHEMBL586061	0	0	190	20749320
DRUG_384:CHEMBL1984884	0	0	190	20749320
DRUG_385:CHEMBL493863	0	0	190	20749320
DRUG_386:CHEMBL1426508	0	0	190	20749320
DRUG_387:DEHYDROVARIABILIN	0	0	190	20749320
DRUG_388:GF-109203	0	13	190	20749320
DRUG_389:TRIMETREXATE	0	360	190	20749320
DRUG_390:CHEMBL538104	0	0	190	20749320
DRUG_391:CHEMBL578890	0	0	190	20749320
DRUG_392:AURINTRICARBOXYLIC ACID	0	330	190	20749320
DRUG_393:FUMARPROTOCETRARIC ACID	0	3	190	20749320
DRUG_394:Z-PRO-PROLINAL	0	22	190	20749320
DRUG_395:CHEMBL1518572	0	0	190	20749320
DRUG_396:SU-9516	0	0	190	20749320
DRUG_397:RHAMNETIN	0	31	190	20749320
DRUG_398:DANTROLENE SODIUM	0	333	190	20749320
DRUG_399:GARCINONE E	0	2	190	20749320
DRUG_400:CHEMBL339587	0	0	190	20749320
DRUG_401:CHEMBL184074	0	0	190	20749320
DRUG_402:DITHIAZANINE IODIDE	0	33	190	20749320
DRUG_403:MORIN	0	383	190	20749320
DRUG_404:SAPPANONE A TRIMETHYL ETHER	0	0	190	20749320
DRUG_405:CHEMBL274921	0	0	190	20749320
DRUG_406:CHEMBL322970	0	0	190	20749320
DRUG_407:CIS-RESVERATROL	0	36	190	20749320
DRUG_408:CHEMBL1498652	0	0	190	20749320
DRUG_409:TYRPHOSTIN 47	0	47	190	20749320
DRUG_410:WORTMANNIN	0	4748	190	20749320
DRUG_411:SANGUINARIUM	0	8	190	20749320
DRUG_412:CHEMBL2094456	0	0	190	20749320
DRUG_413:OMEPRAZOLE	0	4389	190	20749320
DRUG_414:CHEMBL2002487	0	0	190	20749320
DRUG_415:HOMIDIUM BROMIDE	0	18	190	20749320
DRUG_416:U-0126	0	174	190	20749320
DRUG_417:TRICETIN	0	10	190	20749320
DRUG_418:CHEMBL429095	0	0	190	20749320
DRUG_419:CHEMBL1519374	0	0	190	20749320
DRUG_420:4,4'-DIMETHOXYDALBERGIONE	0	0	190	20749320
DRUG_421:AROMATICIN	0	0	190	20749320
DRUG_422:HYDROXYZINE PAMOATE	0	16	190	20749320
DRUG_423:ARUNDINE	0	0	190	20749320
DRUG_424:CHEMBL590691	0	0	190	20749320
DRUG_425:CHEMBL19954	0	0	190	20749320
DRUG_426:BISINDOLYLMALEIMIDE IX	0	15	190	20749320
DRUG_427:CHEMBL1079460	0	0	190	20749320
DRUG_428:CHEMBL525103	0	0	190	20749320
DRUG_429:DAUNORUBICIN	0	3087	190	20749320
DRUG_430:MANGOSTIN	0	62	190	20749320
DRUG_431:IRIGENOL	0	0	190	20749320
DRUG_432:HOMIDIUM	0	39	190	20749320
DRUG_433:EPIGALOCATECHIN GALLATE	0	1	190	20749320
DRUG_434:ERBSTATIN	0	168	190	20749320
DRUG_435:CHEMBL590186	0	0	190	20749320
DRUG_436:CHEMBL600738	0	0	190	20749320
DRUG_437:AMSACRINE HYDROCHLORIDE	0	1	190	20749320
DRUG_438:PURPUROGALLIN	0	39	190	20749320
DRUG_439:HYPERICIN	0	574	190	20749320
DRUG_440:CHEMBL310934	0	0	190	20749320
DRUG_441:CHEMBL578504	0	0	190	20749320
DRUG_442:CARBOPLATIN	0	6534	190	20749320
DRUG_443:TRIBROMSALAN	0	7	190	20749320
DRUG_444:CHEMBL580183	0	0	190	20749320
DRUG_445:INDIRUBIN-3-MONOXIME	0	32	190	20749320
DRUG_446:FENRETINIDE	0	317	190	20749320
DRUG_447:CHELERYTHRINE	0	1552	190	20749320
DRUG_448:CHEMBL2095095	0	0	190	20749320
DRUG_449:RABEPRAZOLE	0	550	190	20749320
DRUG_450:CYSTAMINE HYDROCHLORIDE	0	6	190	20749320
DRUG_451:ISOLIQUIRITIGENIN	0	129	190	20749320
DRUG_452:BERBERINE CHLORIDE	0	39	190	20749320
DRUG_453:POMIFERIN	0	13	190	20749320
DRUG_454:DAPH	0	16	190	20749320
DRUG_455:CHEMBL576409	0	0	190	20749320
DRUG_456:CHEMBL546576	0	0	190	20749320
DRUG_457:CHEMBL462861	0	0	190	20749320
DRUG_458:CHEMBL578512	0	0	190	20749320
DRUG_459:CHEMBL457504	0	0	190	20749320
DRUG_460:SANGUINARIUM CHLORIDE	0	2	190	20749320
DRUG_461:CHEMBL1372046	0	0	190	20749320
DRUG_462:IRIGINOL HEXAACEATATE	0	0	190	20749320
DRUG_463:CHEMBL68534	0	0	190	20749320
DRUG_464:CHEMBL546597	0	0	190	20749320
DRUG_465:CHEMBL35482	0	0	190	20749320
DRUG_466:CHEMBL1939691	0	0	190	20749320
DRUG_467:CHEMBL536375	0	0	190	20749320
DRUG_468:EPINEPHRINE	0	17045	190	20749320
DRUG_469:IDARUBICIN	0	1038	190	20749320
DRUG_470:CHEMBL403741	0	0	190	20749320
DRUG_471:CHEMBL505670	0	0	190	20749320
DRUG_472:CRYPTOTANSHINONE	0	103	190	20749320
DRUG_473:JUGLONE	0	138	190	20749320
DRUG_474:O-DEMETHYLATED ADAPALENE	0	0	190	20749320
DRUG_475:CHEMBL139935	0	0	190	20749320
DRUG_476:EMODIN	0	588	190	20749320
DRUG_477:MENADIONE	0	1447	190	20749320
DRUG_478:CHEMBL580155	0	0	190	20749320
DRUG_479:CHLOROTHALONIL	0	222	190	20749320
DRUG_480:OLEOYL DOPAMINE	0	8	190	20749320
DRUG_481:CHEMBL428789	0	0	190	20749320
DRUG_482:INDIGOTINDISULFONATE	0	0	190	20749320
DRUG_483:EPINEPHRINE BITARTRATE	0	18	190	20749320
DRUG_484:SHIKONIN	0	164	190	20749320
DRUG_485:CHEMBL607309	0	0	190	20749320
DRUG_486:R-N-PROPYLNORAPOMORPHINE	0	3	190	20749320
DRUG_487:CHEMBL1367933	0	0	190	20749320
DRUG_488:NICLOSAMIDE	0	139	190	20749320
DRUG_489:HEMATOXYLIN	0	6453	190	20749320
DRUG_490:CHEMBL1510164	0	0	190	20749320
