target	target_with_keyphrase_count	target_count	keyphrase_count	db_article_count	fet_p_value	target_and_keyphrase_ratio	fet_p_value_and_ratio	phenotypes
DRUG_628:HYDROCORTISONE	157	11680	145724	31847923	9.172513397775278e-31|3.939110366688692e-20	0.013441780821917809|0.004623287671232877	28.16596845485484|17.06955276792762	arthritis|synovial
DRUG_364:ABT-122	12	12	145724	31847923	8.41790127984504e-29	1.0	28.074796171706307	arthritis
DRUG_8:Bimekizumab	14	25	145724	31847923	7.493243787803297e-27|0.023840605827795344	0.56|0.04	25.87351816469031|0.22474270400450025	arthritis|synovial
DRUG_447:BIMEKIZUMAB	14	25	145724	31847923	7.493243787803297e-27|0.023840605827795344	0.56|0.04	25.87351816469031|0.22474270400450025	arthritis|synovial
DRUG_44:Benoxaprofen	27	302	145724	31847923	5.087471652765557e-26	0.08940397350993377	24.24485481883722	arthritis
DRUG_216:Clazakizumab	12	17	145724	31847923	5.099932070116726e-25	0.7058823529411765	24.141167933232186	arthritis
DRUG_510:CLAZAKIZUMAB	12	17	145724	31847923	5.099932070116726e-25	0.7058823529411765	24.141167933232186	arthritis
DRUG_175:TACE inhibitors	14	63	145724	31847923	5.342318744743985e-20	0.2222222222222222	18.619057689968404	arthritis
DRUG_86:Olokizumab	9	13	145724	31847923	6.181320830814953e-19	0.6923076923076923	18.049217871648327	arthritis
DRUG_514:OLOKIZUMAB	9	13	145724	31847923	6.181320830814953e-19	0.6923076923076923	18.049217871648327	arthritis
DRUG_46:IL-18BP	16	190	145724	31847923	1.2547330467594152e-15|1.4090292783438756e-06	0.08421052631578947|0.02631578947368421	13.82681504524984|4.271296385936661	arthritis|synovial
DRUG_497:THALIDOMIDE	83	6679	145724	31847923	3.1728916943975933e-15	0.012427010031441832	12.592911401055574	arthritis
DRUG_626:ACITRETIN	28	1060	145724	31847923	3.8157416361949524e-13	0.026415094339622643	10.840273205122305	arthritis
DRUG_403:Bindarit	9	52	145724	31847923	2.708272889038479e-12	0.17307692307692307	10.805546743519425	arthritis
DRUG_431:BINDARIT	9	52	145724	31847923	2.708272889038479e-12	0.17307692307692307	10.805546743519425	arthritis
DRUG_149:DPC-333	4	7	145724	31847923	1.5173055098336916e-08	0.5714285714285714	7.5758889164225955	arthritis
DRUG_238:Diacerein	11	203	145724	31847923	3.774940518692207e-09|1.9480452357175717e-06	0.054187192118226604|0.024630541871921183	7.156986534354577|4.101874928975472	arthritis|synovial
DRUG_632:DIACEREIN	11	203	145724	31847923	3.774940518692207e-09|1.9480452357175717e-06	0.054187192118226604|0.024630541871921183	7.156986534354577|4.101874928975472	arthritis|synovial
DRUG_82:ALX-0061	3	3	145724	31847923	9.579459545669109e-08	1.0	7.018658992273712	arthritis
DRUG_544:BAY-11-7085	6	137	30724	31847923	5.942342207840812e-09|0.0037990094020175585	0.043795620437956206|0.029197080291970802	6.867473024871422|0.8856690557973323	synovial|arthritis
DRUG_423:MARIMASTAT	10	192	145724	31847923	2.790831142622876e-08|0.015114979777666366	0.052083333333333336|0.010416666666666666	6.270965210710928|-0.16167880351114272	arthritis|synovial
DRUG_500:RESVERATROL	98	11337	145724	31847923	6.8436065512146215e-09|1.1179406491499289e-05	0.008644262150480727|0.002469789185851636	6.101442895683565|2.3442411369967124	arthritis|synovial
DRUG_312:Mirikizumab	4	13	145724	31847923	3.0322392726036574e-07	0.3076923076923077	6.006353170731493	arthritis
DRUG_496:IMATINIB MESYLATE	18	3273	30724	31847923	7.470151667968437e-09	0.005499541704857928	5.8669970803235305	synovial
DRUG_119:STA-5326	3	7	145724	31847923	3.307040266897843e-06	0.42857142857142855	5.112583731740578	arthritis
DRUG_597:TPCK	6	260	30724	31847923	2.6448900611137456e-07|0.03252408452100607	0.023076923076923078|0.015384615384615385	4.940770277778463|-0.32511843764678217	synovial|arthritis
DRUG_56:COVA322	2	2	145724	31847923	2.093615726185476e-05	1.0	4.6791030281548	arthritis
DRUG_60:Apratastat	2	2	145724	31847923	2.093615726185476e-05	1.0	4.6791030281548	arthritis
DRUG_424:APRATASTAT	2	2	145724	31847923	2.093615726185476e-05	1.0	4.6791030281548	arthritis
DRUG_80:ABT-981	2	5	30724	31847923	9.288403597158454e-06	0.4	4.634118913343067	synovial
DRUG_110:Siltuximab	7	123	145724	31847923	1.8757422936882224e-06	0.056910569105691054	4.482019757707251	arthritis
DRUG_515:SILTUXIMAB	7	123	145724	31847923	1.8757422936882224e-06	0.056910569105691054	4.482019757707251	arthritis
DRUG_621:MERCAPTOPURINE	40	3579	145724	31847923	5.340908564418848e-07	0.011176306230790724	4.320683149963814	arthritis
DRUG_142:DVD-Ig	2	19	30724	31847923	0.00015740872709403726|0.08344785016748059	0.10526315789473684|0.05263157894736842	2.8252475877572625|-0.2001687535627399	synovial|arthritis
DRUG_65:SB 203580	14	823	145724	31847923	3.8258300761110636e-05	0.01701093560145808	2.648002523495582	arthritis
DRUG_577:APIGENIN	27	2403	145724	31847923	3.078015098970591e-05	0.011235955056179775	2.5623392474556224	arthritis
DRUG_166:MLN1202	1	2	30724	31847923	0.0019284887501904587|0.009130304254723	0.5|0.5	2.413752894576767|1.738484754299459	synovial|arthritis
DRUG_183:MK-0812	1	2	30724	31847923	0.0019284887501904587	0.5	2.413752894576767	synovial
DRUG_435:MK-0812	1	2	30724	31847923	0.0019284887501904587	0.5	2.413752894576767	synovial
DRUG_26:GSK-1070806	1	1	145724	31847923	0.004575620205986815	1.0	2.3395500308254835	arthritis
DRUG_68:SAR153191	1	1	145724	31847923	0.004575620205986815	1.0	2.3395500308254835	arthritis
DRUG_273:Ilodecakin	1	1	145724	31847923	0.004575620205986815	1.0	2.3395500308254835	arthritis
DRUG_340:ABBV-257	1	1	145724	31847923	0.004575620205986815	1.0	2.3395500308254835	arthritis
DRUG_459:ABBV-257	1	1	145724	31847923	0.004575620205986815	1.0	2.3395500308254835	arthritis
DRUG_482:ILODECAKIN	1	1	145724	31847923	0.004575620205986815	1.0	2.3395500308254835	arthritis
DRUG_440:SIMVASTATIN	65	8286	145724	31847923	3.79945520167032e-05	0.007844557084238474	2.3148470994507684	arthritis
DRUG_636:GEVOKIZUMAB	3	34	145724	31847923	0.0005154816726781981	0.08823529411764706	2.2334291085937	arthritis
DRUG_64:Oprelvekin	2	13	145724	31847923	0.0015791556883243576	0.15384615384615385	1.9886616943197124	arthritis
DRUG_651:OMEPRAZOLE	50	6074	145724	31847923	9.037884770827503e-05	0.008231807704972012	1.9594284167925329	arthritis
DRUG_309:ABT-874	2	15	145724	31847923	0.002112894451045625	0.13333333333333333	1.800060934053564	arthritis
DRUG_334:AMG 108	1	2	145724	31847923	0.009130304254723	0.5	1.738484754299459	arthritis
DRUG_464:AMG-108	1	2	145724	31847923	0.009130304254723	0.5	1.738484754299459	arthritis
DRUG_485:MESALAMINE	12	779	145724	31847923	0.0003252815331626204	0.01540436456996149	1.6753843800985075	arthritis
DRUG_620:TROGLITAZONE	9	1940	30724	31847923	0.00014451559069191095|0.03724993173550914	0.004639175257731959|0.007731958762886598	1.506526077148577|-0.6828359520684173	synovial|arthritis
DRUG_61:PF-04236921	1	3	145724	31847923	0.013664147940803721	0.3333333333333333	1.3872961898330298	arthritis
DRUG_324:MEDI5117	1	3	145724	31847923	0.013664147940803721	0.3333333333333333	1.3872961898330298	arthritis
DRUG_524:PF-04236921	1	3	145724	31847923	0.013664147940803721	0.3333333333333333	1.3872961898330298	arthritis
DRUG_152:Quercetin	82	11965	145724	31847923	0.0003378993016427766	0.006853322189720017	1.3071138552414951	arthritis
DRUG_460:GENTAMICIN	31	15420	30724	31847923	0.00016937088483030816	0.0020103761348897534	1.0744385637367246	synovial
DRUG_146:Gallium nitrate	5	231	145724	31847923	0.004488657774946701	0.021645021645021644	0.6832415293380281	arthritis
DRUG_137:Esonarimod	1	7	145724	31847923	0.031593019651658526	0.14285714285714285	0.6553108223560582	arthritis
DRUG_345:XOMA 052	1	9	145724	31847923	0.04043487196364287	0.1111111111111111	0.43900141829819794	arthritis
DRUG_417:RS-504393	1	10	145724	31847923	0.04482547879324937	0.1	0.34847506292237407	arthritis
DRUG_448:VIDOFLUDIMUS	1	10	145724	31847923	0.04482547879324937	0.1	0.34847506292237407	arthritis
DRUG_579:PD-169316	1	24	30724	31847923	0.022897985333480152	0.041666666666666664	0.25999148542635253	synovial
DRUG_504:WORTMANNIN	15	6243	30724	31847923	0.0014410570688161086	0.002402691013935608	0.22201674401744187	synovial
DRUG_114:Aminoguanidine	23	2916	145724	31847923	0.009948641384642045	0.007887517146776405	-0.10082345990774932	arthritis
DRUG_643:THYROGLOBULIN	57	8856	145724	31847923	0.008230747075799993	0.006436314363143632	-0.10680200857355837	arthritis
DRUG_627:RISEDRONIC ACID	1	21	145724	31847923	0.09181625514197818	0.047619047619047616	-0.28513887020006945	arthritis
DRUG_253:KENPAULLONE	1	53	30724	31847923	0.04986797327887241	0.018867924528301886	-0.422097587695067	synovial
DRUG_227:E-64	3	576	30724	31847923	0.018899979350684055	0.005208333333333333	-0.5597625583853194	synovial
DRUG_43:AMENTOFLAVONE	3	213	145724	31847923	0.07526766276212869	0.014084507042253521	-0.7278667790981059	arthritis
DRUG_425:ILOMASTAT	1	92	30724	31847923	0.0849680074096397	0.010869565217391304	-0.8930432610494268	synovial
DRUG_206:Bisindolylmaleimide-I	2	547	30724	31847923	0.09864414343115413	0.003656307129798903	-1.43102863666886	synovial
DRUG_516:LEVOFLOXACIN	9	5526	30724	31847923	0.09173431800769372	0.0016286644951140066	-1.7507002077184026	synovial
