target	target_with_keyphrase_count	target_count	keyphrase_count	db_article_count	fet_p_value	target_and_keyphrase_ratio	fet_p_value_and_ratio	phenotypes
DRUG_7:ANDROSTENEDIONE	74	4880	42948	20749320	1.8970581070271177e-38	0.015163934426229509	35.90273126416446	Prostate_cancer
DRUG_227:RESVERATROL	58	2974	42948	20749320	3.746393952515541e-36	0.019502353732347006	33.71647358564698	Prostate_cancer
DRUG_10:SELENOMETHIONINE	37	1191	42948	20749320	1.2538842155132564e-30	0.031066330814441646	28.394032527273943	Prostate_cancer
DRUG_104:TOLTERODINE	17	438	7275	20749320	2.576255465739968e-29	0.03881278538812785	27.17798588469411	prostatic_hyperplasia
DRUG_104:TOLTERODINE	1	438	266	20749320	0.005599387080004017	0.00228310502283105	-0.389614601378105	enlarged_prostate
DRUG_506:GEFITINIB	43	2013	42948	20749320	8.61696604883364e-29	0.02136115250869349	26.394270298878382	Prostate_cancer
DRUG_1103:THALIDOMIDE	57	4280	42948	20749320	3.0877476985425212e-27	0.013317757009345794	24.634789279972072	Prostate_cancer
DRUG_442:CARBOPLATIN	68	6534	42948	20749320	4.2642338723070144e-26	0.010407101316192225	23.387488766973476	Prostate_cancer
DRUG_362:CISPLATIN	144	25031	42948	20749320	5.073985503974922e-26	0.0057528664456074465	23.05453506973726	Prostate_cancer
DRUG_11:VINBLASTINE	59	5186	42948	20749320	9.747360947069719e-25	0.011376783648283841	22.067132450819532	Prostate_cancer
DRUG_446:FENRETINIDE	18	317	42948	20749320	2.6911576384813906e-20	0.056782334384858045	18.324274104944376	Prostate_cancer
DRUG_179:APIGENIN	22	811	42948	20749320	1.2402403089006018e-17	0.027127003699136867	15.339895984418195	Prostate_cancer
DRUG_180:LAPACHONE	13	177	42948	20749320	1.5953838497911456e-16	0.07344632768361582	14.663104894608212	Prostate_cancer
DRUG_216:GOSSYPOL	25	1225	42948	20749320	5.826354085254081e-17	0.02040816326530612	14.544407045481567	Prostate_cancer
DRUG_216:GOSSYPOL	3	1225	7275	20749320	0.009583199253613318	0.0024489795918367346	-0.5925253520618439	prostatic_hyperplasia
DRUG_724:GANCICLOVIR	42	4229	42948	20749320	4.562633312854597e-16	0.009931425868999763	13.337796038210298	Prostate_cancer
DRUG_762:DEXAMETHASONE	128	29326	42948	20749320	3.2935979905236734e-14	0.004364727545522745	11.12228655039224	Prostate_cancer
DRUG_489:HEMATOXYLIN	48	6453	42948	20749320	1.6992088338154973e-13	0.007438400743840074	10.64123281505909	Prostate_cancer
DRUG_489:HEMATOXYLIN	12	6453	7275	20749320	4.659918963849193e-06	0.0018596001859600185	2.601041216580786	prostatic_hyperplasia
DRUG_262:QUERCETIN	39	4467	42948	20749320	2.5932010298712045e-13	0.008730691739422432	10.527212469146818	Prostate_cancer
DRUG_264:BAICALEIN	15	533	42948	20749320	1.0003878499749842e-12	0.028142589118198873	10.449195641581662	Prostate_cancer
DRUG_5:TAMOXIFEN	68	11700	42948	20749320	2.2371576609020835e-13	0.005811965811965812	10.414626459421774	Prostate_cancer
DRUG_5:TAMOXIFEN	11	11700	7275	20749320	0.0034070016628682054	0.0009401709401709402	-0.5591655221236187	prostatic_hyperplasia
DRUG_715:IMATINIB	41	5084	42948	20749320	7.834156443247646e-13	0.008064516129032258	10.012586074947746	Prostate_cancer
DRUG_44:BORTEZOMIB	23	1815	42948	20749320	1.6056138550115446e-11	0.012672176308539946	8.897210099576906	Prostate_cancer
DRUG_705:FLUOROURACIL	91	19655	42948	20749320	7.365259131269498e-12	0.004629865174255915	8.798380312972665	Prostate_cancer
DRUG_4:MIFEPRISTONE	20	1620	42948	20749320	5.066802558114306e-10	0.012345679012345678	7.38678099997892	Prostate_cancer
DRUG_320:ARACHIDONIC ACID	93	21926	42948	20749320	3.6908953569091327e-10	0.0042415397245279575	7.060391806390168	Prostate_cancer
DRUG_113:BETHANECHOL	8	886	7275	20749320	1.5798815038975536e-09	0.009029345372460496	6.757031750386727	prostatic_hyperplasia
DRUG_594:RALOXIFENE	20	1777	42948	20749320	2.3955089975160492e-09	0.011254924029262802	6.671944761454233	Prostate_cancer
DRUG_451:ISOLIQUIRITIGENIN	7	129	42948	20749320	1.3040057743034338e-08	0.05426356589147287	6.619228815203642	Prostate_cancer
DRUG_1079:SPERMINE	32	4405	42948	20749320	2.80089085293975e-09	0.007264472190692395	6.413907880307559	Prostate_cancer
DRUG_136:OXYBUTYNIN	7	644	7275	20749320	4.7145480628938575e-09	0.010869565217391304	6.3627721051035735	prostatic_hyperplasia
DRUG_549:FISETIN	7	167	42948	20749320	7.708355512357896e-08	0.041916167664670656	5.735419832590731	Prostate_cancer
DRUG_49:ADRIAMYCIN	50	9687	42948	20749320	1.2726239720632071e-08	0.005161556725508413	5.608080604937779	Prostate_cancer
DRUG_306:HAEMATOXYLIN	16	1332	42948	20749320	3.7783844854807213e-08	0.012012012012012012	5.5023096085168	Prostate_cancer
DRUG_306:HAEMATOXYLIN	7	1332	7275	20749320	6.294672192115368e-07	0.005255255255255256	3.9216206969175604	prostatic_hyperplasia
DRUG_338:LINOLENIC ACID	26	3400	42948	20749320	2.993927083636949e-08	0.007647058823529412	5.407253211928788	Prostate_cancer
DRUG_364:CHOLECALCIFEROL	12	726	42948	20749320	6.478786658597897e-08	0.01652892561983471	5.406750946146019	Prostate_cancer
DRUG_498:LUTEOLIN	12	739	42948	20749320	7.834139115073703e-08	0.016238159675236806	5.316545528368904	Prostate_cancer
DRUG_2:PROGESTERONE	143	43344	42948	20749320	1.2542108884763315e-07	0.003299187892211148	4.420036482977317	Prostate_cancer
DRUG_2:PROGESTERONE	33	43344	7275	20749320	4.994611499805138e-05	0.0007613510520487265	1.1830832394171154	prostatic_hyperplasia
DRUG_410:WORTMANNIN	29	4748	42948	20749320	5.217921945746061e-07	0.006107834877843303	4.06838970936146	Prostate_cancer
DRUG_214:KAEMPFEROL	11	982	42948	20749320	9.275853186353722e-06	0.01120162932790224	3.0819273311505855	Prostate_cancer
DRUG_214:KAEMPFEROL	3	982	7275	20749320	0.005252491481833726	0.003054989816700611	-0.2353555898338815	prostatic_hyperplasia
DRUG_965:AZACITIDINE	5	192	42948	20749320	5.683179605436149e-05	0.026041666666666668	2.6610773943691424	Prostate_cancer
DRUG_854:TROGLITAZONE	13	1596	42948	20749320	4.165903337983684e-05	0.008145363408521303	2.2912012765568566	Prostate_cancer
DRUG_361:EMBELIN	3	60	42948	20749320	0.00027779413653347164	0.05	2.255246929594006	Prostate_cancer
DRUG_379:PICEATANNOL	5	246	42948	20749320	0.00018103273269531403	0.02032520325203252	2.0502777900777938	Prostate_cancer
DRUG_0:ECALLANTIDE	2	24	42948	20749320	0.0011471187373823539	0.08333333333333333	1.8612103802350395	Prostate_cancer
DRUG_1082:VASOACTIVE INTESTINAL PEPTIDE	26	5370	42948	20749320	9.434247493467596e-05	0.00484171322160149	1.7102917971415863	Prostate_cancer
DRUG_91:FLAVOXATE	2	94	7275	20749320	0.0005258404474337836	0.02127659574468085	1.6070481532538214	prostatic_hyperplasia
DRUG_281:ROTTLERIN	7	611	42948	20749320	0.0003351203725713325	0.011456628477905073	1.5338559995897503	Prostate_cancer
DRUG_507:PROTOAPIGENONE	1	4	42948	20749320	0.008253734205086759	0.25	1.481289529485955	Prostate_cancer
DRUG_1134:VANDETANIB	3	95	42948	20749320	0.0010646240544991462	0.031578947368421054	1.4722013748773544	Prostate_cancer
DRUG_96:STAUROSPORINE	26	5686	42948	20749320	0.00022618443300989843	0.0045726345409778405	1.3057037810214074	Prostate_cancer
DRUG_534:NOREPINEPHRINE	26	30713	7275	20749320	5.7573051330911194e-05	0.0008465470647608504	1.1674318608541898	prostatic_hyperplasia
DRUG_375:COUMESTROL	4	237	42948	20749320	0.0016037157835763374	0.016877637130801686	1.0221842418195255	Prostate_cancer
DRUG_819:ASPIRIN	72	22526	42948	20749320	0.0003323162222755176	0.003196306490277901	0.9830968744340356	Prostate_cancer
DRUG_21:CARBACHOL	11	7977	7275	20749320	0.00016087371312348517	0.0013789645230036355	0.9330680072309447	prostatic_hyperplasia
DRUG_968:NITRIC OXIDE	51	80983	7275	20749320	8.096959016272887e-05	0.0006297618018596496	0.8908543739619139	prostatic_hyperplasia
DRUG_860:IBUPROFEN	25	5802	42948	20749320	0.0006818371106158529	0.0043088590141330575	0.800681649153125	Prostate_cancer
DRUG_860:IBUPROFEN	2	5802	190	20749320	0.0013554230935952758	0.0003447087211306446	-0.5946226096459619	hereditary_prostate_cancer
DRUG_236:NIFUROXAZIDE	2	55	42948	20749320	0.005915009489504443	0.03636363636363636	0.7887118604625745	Prostate_cancer
DRUG_1075:NEOMYCIN	23	5200	42948	20749320	0.0007754269471651925	0.004423076923076923	0.7561836031119173	Prostate_cancer
DRUG_325:CATECHIN	12	1973	42948	20749320	0.0010722524481054118	0.006082108464267613	0.7537571143268895	Prostate_cancer
DRUG_8:OCTREOTIDE	19	4065	42948	20749320	0.0011408949239753523	0.004674046740467405	0.6124474031330598	Prostate_cancer
DRUG_1109:SPERMIDINE	18	3799	42948	20749320	0.0013068802295062249	0.0047380889707817845	0.5593674235456887	Prostate_cancer
DRUG_569:ELLAGIC ACID	6	655	42948	20749320	0.002701727680864259	0.00916030534351145	0.5302683779701276	Prostate_cancer
DRUG_244:GALLIC ACID	8	1108	42948	20749320	0.0025111193415466855	0.007220216606498195	0.45868287344711733	Prostate_cancer
DRUG_230:CAFFEIC ACID PHENETHYL ESTER	4	369	42948	20749320	0.007678491951520175	0.01084010840108401	0.1497576917836836	Prostate_cancer
DRUG_60:MENTHOL	6	801	42948	20749320	0.007057085321428492	0.00749063670411985	0.02589336613527582	Prostate_cancer
DRUG_703:CYCLOPHOSPHAMIDE	71	25390	42948	20749320	0.00871086085817322	0.002796376526191414	-0.493465428801795	Prostate_cancer
