target	targ_and_kp	targ_tot	kp_tot	db_tot	fet_p_value	targ_and_kp_ratio	prediction_score
DRUG_413:OMEPRAZOLE	1	6074	12492	31847923	0.9077409399158782	0.00016463615409944023	-3.7414367105329975
DRUG_468:EPINEPHRINE	12	22020	12492	31847923	0.16315266763348057	0.0005449591280653951	-2.476230247717389
DRUG_489:HEMATOXYLIN	42	18306	12492	31847923	5.448492176623285e-19	0.0022943297279580466	15.624379500732713
DRUG_498:LUTEOLIN	3	2524	12492	31847923	0.07842993854027389	0.0011885895404120444	-1.8194499705382818
DRUG_520:MYRICETIN	1	1210	12492	31847923	0.3779354208274117	0.0008264462809917355	-2.6602029670469114
DRUG_531:NORDIHYDROGUAIARETIC ACID	1	1563	12492	31847923	0.45838778583605466	0.0006397952655150352	-2.85519201495698
DRUG_534:NOREPINEPHRINE	27	38689	12492	31847923	0.0038208317922906795	0.0006978727803768513	-0.7383816592330286
DRUG_549:FISETIN	1	643	12492	31847923	0.22295865332650094	0.0015552099533437014	-2.1564353054924235
DRUG_580:PROTOPORPHYRIN	1	6388	12492	31847923	0.9184358060383541	0.00015654351909830932	-3.768413714207789
DRUG_594:RALOXIFENE	3	2732	12492	31847923	0.09388731511575292	0.0010980966325036604	-1.9319663600600183
DRUG_598:CONGO RED	1	3173	12492	31847923	0.7120247242634045	0.0003151591553734636	-3.35396514638999
DRUG_613:PROPRANOLOL	1	21196	12492	31847923	0.9997559910571598	4.717871296471032e-05	-4.326147926173752
DRUG_616:ISOPROTERENOL	3	15337	12492	31847923	0.9388085902515415	0.00019560539870900438	-3.6811962176652955
DRUG_626:ATENOLOL	2	5019	12492	31847923	0.5855147546188764	0.0003984857541342897	-3.167125043523508
DRUG_627:TIMOLOL	1	3417	12492	31847923	0.7383154883767713	0.000292654375182909	-3.4018869579431708
DRUG_628:DOBUTAMINE	1	6803	12492	31847923	0.9306929524255624	0.00014699397324709687	-3.801506896236617
DRUG_636:SOTALOL	1	2076	12492	31847923	0.5571279353364749	0.0004816955684007707	-3.0631822844413064
DRUG_645:CARVEDILOL	3	2817	12492	31847923	0.10053654293722536	0.0010649627263045794	-1.9749895397078023
DRUG_649:METOPROLOL	1	5181	12492	31847923	0.8690257860613038	0.00019301293186643504	-3.653446255476853
DRUG_651:MIRABEGRON	21	491	12492	31847923	9.930006118281767e-36	0.04276985743380855	33.634188286528946
DRUG_656:BISOPROLOL	1	1145	12492	31847923	0.36186784694300383	0.0008733624454148472	-2.6173554831149195
DRUG_668:AMIODARONE	1	7746	12492	31847923	0.9521291570896374	0.00012909888974954814	-3.867773357428109
DRUG_683:DOPAMINE	10	97966	12492	31847923	0.9999999026345242	0.00010207623052895903	-3.9910753336681384
DRUG_689:DIGOXIN	1	8748	12492	31847923	0.9676923048559192	0.00011431184270690443	-3.9276460618950586
DRUG_703:CYCLOPHOSPHAMIDE	6	37554	12492	31847923	0.9966529956683481	0.00015976993129892953	-3.7950489280210884
DRUG_705:FLUOROURACIL	3	30229	12492	31847923	0.9994137616308528	9.924244930364882e-05	-4.003047851133598
DRUG_707:CEFTRIAXONE	1	6834	12492	31847923	0.9315310271559388	0.0001463271875914545	-3.803872299286204
DRUG_715:IMATINIB	3	11843	12492	31847923	0.8422210396461878	0.00025331419403867264	-3.5217665609535
DRUG_716:CEFMETAZOLE	1	478	12492	31847923	0.1709944637451183	0.0020920502092050207	-1.9124099461629396
DRUG_717:AZATHIOPRINE	1	10469	12492	31847923	0.9835566532965663	9.552010698251981e-05	-4.01270458033395
DRUG_718:CEPHRADINE	1	372	12492	31847923	0.1357925355167865	0.002688172043010753	-1.7034188374186607
DRUG_720:FUROSEMIDE	3	8223	12492	31847923	0.6254506528956906	0.00036483035388544326	-3.2341020857471614
DRUG_722:CEFOXITIN	1	2430	12492	31847923	0.6145578686456472	0.00041152263374485596	-3.174169057240945
DRUG_723:LATANOPROST	1	1604	12492	31847923	0.46703028728587914	0.0006234413965087282	-2.8745494097703794
DRUG_725:LOSARTAN	5	7395	12492	31847923	0.16826581672826196	0.000676132521974307	-2.3959640718257598
DRUG_736:TELMISARTAN	1	2039	12492	31847923	0.5506521380514942	0.0004904364884747426	-3.0502945556034273
DRUG_749:CAPTOPRIL	4	9248	12492	31847923	0.4906430713607586	0.00043252595155709344	-3.0547535000624757
DRUG_757:CYCLOSPORINE	1	24569	12492	31847923	0.9999349845513285	4.070169726077577e-05	-4.390359243548759
DRUG_762:DEXAMETHASONE	4	44814	12492	31847923	0.9999751316835654	8.92578212165841e-05	-4.049342918187513
DRUG_764:INDOMETHACIN	2	26460	12492	31847923	0.9996480593439432	7.558578987150416e-05	-4.121406971399965
DRUG_765:ATORVASTATIN	3	7628	12492	31847923	0.5750855049140836	0.0003932878867330886	-3.165021850955452
DRUG_778:TOPIRAMATE	1	3690	12492	31847923	0.7648966131348622	0.00027100271002710027	-3.450629104084756
DRUG_784:MEMANTINE	2	2913	12492	31847923	0.31654483945997164	0.0006865774116031583	-2.6637457267000997
DRUG_793:KETAMINE	6	15074	12492	31847923	0.5402479188225666	0.0003980363539869975	-3.132670363093772
DRUG_810:APAMIN	1	2175	12492	31847923	0.5740002106375333	0.0004597701149425287	-3.09637131305919
DRUG_812:SODIUM CHLORIDE	5	9678	12492	31847923	0.33138263004334145	0.0005166356685265551	-2.8071453538686333
DRUG_818:CITALOPRAM	1	3989	12492	31847923	0.7909216963399562	0.000250689395838556	-3.498997525457573
DRUG_819:ASPIRIN	23	36929	12492	31847923	0.023368963426043516	0.0006228167564786482	-1.5742791604146769
DRUG_820:FINASTERIDE	680	2205	12492	31847923	0.0	0.30839002267573695	322.4942856663542
DRUG_821:DUTASTERIDE	292	766	12492	31847923	0.0	0.381201044386423	322.58633942926764
DRUG_823:DIAZOXIDE	2	2358	12492	31847923	0.2366337968479815	0.0008481764206955047	-2.445590577239784
DRUG_837:PSEUDOEPHEDRINE	1	1017	12492	31847923	0.3290037326773506	0.0009832841691248771	-2.5245217781431752
DRUG_849:DIPYRIDAMOLE	2	5786	12492	31847923	0.6621362435985567	0.0003456619426201175	-3.282295794318993
DRUG_860:IBUPROFEN	3	10571	12492	31847923	0.7826728133925746	0.00028379528899820264	-3.440575066710886
DRUG_863:THROMBIN	8	34926	12492	31847923	0.9628416858611959	0.00022905571780335566	-3.6236137472994976
DRUG_865:MEDROXYPROGESTERONE ACETATE	2	4358	12492	31847923	0.5097193061232146	0.0004589261128958238	-3.045588313479834
DRUG_877:ACETAMINOPHEN	2	11918	12492	31847923	0.9471260714518512	0.0001678133915086424	-3.751581176985282
DRUG_879:PROPOFOL	2	17066	12492	31847923	0.9904937054642168	0.00011719207781553967	-3.926953465597217
DRUG_881:RISPERIDONE	1	7002	12492	31847923	0.9358991480360364	0.00014281633818908883	-3.8164511583602216
DRUG_886:THIOPENTAL	1	3060	12492	31847923	0.6989697522417364	0.000326797385620915	-3.3301798086382233
DRUG_889:QUETIAPINE	1	3668	12492	31847923	0.7628583739672419	0.0002726281352235551	-3.4468732448825525
DRUG_893:OXAZEPAM	1	975	12492	31847923	0.31785561579397426	0.0010256410256410256	-2.4912345045397
DRUG_908:MIDAZOLAM	2	9689	12492	31847923	0.892737495081799	0.00020641965115078957	-3.635972735819227
DRUG_912:LORAZEPAM	2	2602	12492	31847923	0.27182288839577545	0.0007686395080707148	-2.5485633195447788
DRUG_922:ISOFLURANE	3	9564	12492	31847923	0.7232589631663199	0.0003136762860727729	-3.3628121371796675
DRUG_925:ZOLPIDEM	2	1832	12492	31847923	0.1622671039557414	0.001091703056768559	-2.1721259588758306
DRUG_930:DIAZEPAM	2	13310	12492	31847923	0.9664343805388987	0.00015026296018031557	-3.8083204312251038
DRUG_943:PENTOBARBITAL	3	8890	12492	31847923	0.6768354486965926	0.0003374578177727784	-3.302263602691328
DRUG_953:PICROTOXIN	1	3224	12492	31847923	0.7177298833230812	0.00031017369727047146	-3.3643560619794592
DRUG_965:AZACITIDINE	1	1216	12492	31847923	0.3793980421708909	0.0008223684210526315	-2.6640286603808403
DRUG_967:SODIUM NITROPRUSSIDE	9	10765	12492	31847923	0.02869833723429497	0.0008360427310729215	-1.5356282594022606
DRUG_968:NITRIC OXIDE	115	128650	12492	31847923	4.2212262704724126e-15	0.0008938981733385154	11.325849417533481
DRUG_969:ISOSORBIDE DINITRATE	2	1952	12492	31847923	0.17889830155994418	0.0010245901639344263	-2.2420560351113954
DRUG_970:ISOSORBIDE MONONITRATE	2	307	12492	31847923	0.006674725347918155	0.006514657980456026	-0.010541779836691134
DRUG_984:MEPERIDINE	1	1756	12492	31847923	0.49788491757467224	0.0005694760820045558	-2.9416534819642313
DRUG_986:HYDROMORPHONE	2	1178	12492	31847923	0.07889048712509669	0.001697792869269949	-1.6671399324939136
DRUG_992:TRAMADOL	2	4191	12492	31847923	0.489177713162839	0.0004772130756382725	-3.010754327616526
DRUG_995:MORPHINE	1	38724	12492	31847923	0.999999629258872	2.5823778535275283e-05	-4.587980050440674
DRUG_1003:HYDROCODONE	1	718	12492	31847923	0.24548946818147854	0.001392757660167131	-2.2461573093009606
DRUG_1008:OXYCODONE	1	2625	12492	31847923	0.6429472797064751	0.00038095238095238096	-3.227304670913082
DRUG_1018:BUPRENORPHINE	1	5708	12492	31847923	0.8934925695937996	0.0001751927119831815	-3.7075749096470827
DRUG_1030:NALOXONE	1	15476	12492	31847923	0.9976955587634966	6.461617989144482e-05	-4.1886567600122415
DRUG_1034:FENTANYL	1	13301	12492	31847923	0.9945887304143243	7.518231711901361e-05	-4.121527827436648
DRUG_1035:ALCOHOL	91	178413	12492	31847923	0.008839503071569653	0.0005100525185944971	-1.2388129546458724
DRUG_1065:TADALAFIL	205	1818	12492	31847923	0.0	0.11276127612761276	322.0573453296216
DRUG_1067:ZAPRINAST	2	646	12492	31847923	0.027131401316709183	0.0030959752321981426	-0.9426747476591373
DRUG_1068:HEPARIN	19	59607	12492	31847923	0.8444815764390372	0.00031875450869864276	-3.4231338427948916
DRUG_1069:GENTAMICIN	2	15420	12492	31847923	0.9833846405852789	0.00012970168612191958	-3.879777798843465
DRUG_1070:PIROXICAM	3	2474	12492	31847923	0.07489487392784168	0.0012126111560226355	-1.7907305346275675
DRUG_1077:ADENOSINE DIPHOSPHATE	4	6203	12492	31847923	0.22817978146305035	0.0006448492664839593	-2.5488189496911455
DRUG_1078:ADENOSINE	34	88017	12492	31847923	0.5583943745949111	0.00038628901234988696	-3.1600286792483554
DRUG_1079:SPERMINE	4	5785	12492	31847923	0.1943590860407487	0.0006914433880726015	-2.448848220117842
DRUG_1080:ADENOSINE TRIPHOSPHATE	13	14694	12492	31847923	0.006439200183529946	0.0008847148495984755	-0.8620286099633181
DRUG_1081:TESTOSTERONE	794	59389	12492	31847923	0.0	0.013369479196484197	321.1312998372494
DRUG_1082:VASOACTIVE INTESTINAL PEPTIDE	2	6467	12492	31847923	0.720224955987881	0.0003092624091541673	-3.3671410309993948
DRUG_1089:WARFARIN	13	18683	12492	31847923	0.03662628821069265	0.0006958197291655516	-1.7212961700231437
DRUG_1090:ESTRADIOL	198	60526	12492	31847923	1.4382044915404552e-109	0.0032713214155899945	106.35690257602143
DRUG_1092:INSULIN	184	289830	12492	31847923	7.000212254811501e-10	0.0006348549149501432	5.957563277638101
DRUG_1093:LITHIUM	20	36324	12492	31847923	0.08691201399712534	0.0005506001541680432	-2.198243485211446
DRUG_1095:PALIPERIDONE	1	1007	12492	31847923	0.32636608179533383	0.0009930486593843098	-2.516734488115396
DRUG_1101:BLEOMYCIN	2	12258	12492	31847923	0.9526430374408369	0.00016315875346712352	-3.766319819040872
DRUG_1109:SPERMIDINE	3	5186	12492	31847923	0.3325691141889039	0.0005784805244890089	-2.759593171388004
DRUG_1113:PACLITAXEL	1	24415	12492	31847923	0.9999309355580233	4.095842719639566e-05	-4.387626733278279
DRUG_1122:ESTRADIOL BENZOATE	5	2539	12492	31847923	0.003586584914602395	0.0019692792437967705	-0.26037381401968407
DRUG_1127:IBRUTINIB	1	1880	12492	31847923	0.5217280405972208	0.0005319148936170213	-2.9916020280396918
DRUG_1146:METFORMIN	14	17853	12492	31847923	0.012808350758945788	0.0007841819302078082	-1.2130763816113401
DRUG_1157:GLIPIZIDE	3	770	12492	31847923	0.0036554398303358707	0.003896103896103896	0.027690889868715818
DRUG_1172:LIDOCAINE	11	15198	12492	31847923	0.04097036877312296	0.0007237794446637715	-1.7528636280589696
DRUG_1180:LAMOTRIGINE	1	4249	12492	31847923	0.811198929177122	0.0002353494939985879	-3.5374140997888666
DRUG_1198:PHENYTOIN SODIUM	1	197	12492	31847923	0.07437536757343476	0.005076142131979695	-1.1658953512473746
DRUG_1204:TETRACAINE	1	1356	12492	31847923	0.4125662297048238	0.0007374631268436578	-2.7477533657782636
DRUG_1209:CARBAMAZEPINE	1	11154	12492	31847923	0.9874325674330474	8.965393580778196e-05	-4.041938087146016
DRUG_1216:PHENYTOIN	1	8619	12492	31847923	0.9660147247853217	0.00011602274045712959	-3.9204406270487118
DRUG_1218:TETRODOTOXIN	2	10188	12492	31847923	0.9082162159956706	0.00019630938358853554	-3.665248192491781
